file,row_index,correct_answer,rationale
3032_HOW_DO_YOU_KNOW/segment_0021.mp4,146,C,"After ending his call, the man stands by a round table with a large floral arrangement and proceeds to bend forward, striking his forehead against the table's surface several times."
3032_HOW_DO_YOU_KNOW/segment_0033.mp4,147,C,"In the target scene, the woman walks to the doorway, picks up the bags from the floor where they were sitting, and carries them as she exits the apartment and enters the elevator."
3032_HOW_DO_YOU_KNOW/segment_0000.mp4,148,B,"In the target scene, the woman (who was shown practicing catching and throwing on the field in the context) is sitting on a stone ledge and eating a meal from a white paper wrapper while talking to her friend."
3032_HOW_DO_YOU_KNOW/segment_0015.mp4,149,B,"In the context, the woman is seen entering the office with a large tan shoulder bag. In the target scene, she picks this bag up from the floor as she gets up to leave."
3032_HOW_DO_YOU_KNOW/segment_0029.mp4,150,C,"In the target scene, the man on the phone is standing directly in front of a red arc lamp that has a collapsed metal stand and a dangling shade, matching the ""broken"" description from the note shown earlier."
3032_HOW_DO_YOU_KNOW/segment_0036.mp4,151,C,"In the target scene, the man stands up from the black mesh chair he was sitting in and tosses the mobile phone onto its seat before moving toward the couch."
3032_HOW_DO_YOU_KNOW/segment_0018.mp4,152,B,"In the target scene, the man is shown sitting on a bench inside a baseball dugout while a game is played in a large stadium. He is wearing a white baseball jersey and is positioned in the recessed area next to the field, near a rack of baseball bats."
3032_HOW_DO_YOU_KNOW/segment_0009.mp4,153,B,"The laptop screen in the target scene displays a window titled ""Announcement of the USA Softball Women's National Team,"" which contains a numbered list of players and their respective positions (e.g., P, 2B, C). This follows the context where she is seen navigating the ""USA Softball"" official website and clicking on a link for the team lineup."
3032_HOW_DO_YOU_KNOW/segment_0031.mp4,154,B,The man is seen in the elevator and the following scene wearing a dark suit jacket over his checkered shirt.
3032_HOW_DO_YOU_KNOW/segment_0012.mp4,155,C,"In the target scene, a close-up shot of the woman is framed by out-of-focus glass bottles (one containing a dark liquid and one containing a light liquid) that are established as part of the table setting in the context. These bottles are used as foreground elements while the camera pans across the woman's face as she sits silently at the table."
3032_HOW_DO_YOU_KNOW/segment_0003.mp4,156,C,The woman is shown walking through the neighborhood and into a residence while wearing the same red dress that she had on during the earlier bathroom and apartment scenes.
3032_HOW_DO_YOU_KNOW/segment_0044.mp4,157,C,"In the target scene, the woman reaches into the brown bag given to her and pulls out a red gift with white polka dots that is tied with ribbons at both ends, giving it the shape of a large piece of candy."
3032_HOW_DO_YOU_KNOW/segment_0037.mp4,158,C,"In the target scene, after answering the phone, the man is shown standing behind a kitchen or bar counter. A large, bright red vase is clearly visible on the counter next to him as he talks."
3032_HOW_DO_YOU_KNOW/segment_0020.mp4,159,B,"In the target scene, the black bag with red straps is visible sitting on the floor of the walk-in closet, positioned beside a large silver suitcase as the man and woman stand by a chest of drawers."
3032_HOW_DO_YOU_KNOW/segment_0019.mp4,160,C,"In the target scene, the man is shown standing in a locker room area, holding a phone to his ear, with a white towel wrapped around his waist."
3032_HOW_DO_YOU_KNOW/segment_0043.mp4,161,B,"In the target scene, several small points of light are visible through the glass doors behind the woman, which correspond to the festive strings of lights shown being set up on the outdoor patio during the context."
3032_HOW_DO_YOU_KNOW/segment_0041.mp4,162,B,"In the target scene, the woman is seen walking onto the bus and remains standing in the front entrance area near the driver and fare box while she continues her conversation with the man on the sidewalk."
3032_HOW_DO_YOU_KNOW/segment_0025.mp4,163,C,"In the target scene, as the woman approaches the small table to pick up her ringing phone, a large, red, arch-shaped object is clearly visible sitting on the tabletop next to it."
3032_HOW_DO_YOU_KNOW/segment_0028.mp4,164,B,"In the target scene, as the woman moves to sit on a red chair, the man is shown remaining in his original position on the tan sofa where the two were previously sitting together."
3032_HOW_DO_YOU_KNOW/segment_0039.mp4,165,C,"In the target scene, the man is seen holding a small silver video camera with the side screen flipped out, pointing it toward the woman as she emotionally hugs the man in the suit."
3032_HOW_DO_YOU_KNOW/segment_0023.mp4,166,B,"In the target scene, after the elevator doors close, the man in the suit is shown running quickly down multiple flights of stairs in a concrete stairwell."
3032_HOW_DO_YOU_KNOW/segment_0042.mp4,167,B,"As the man enters the room, a whiteboard is visible behind the desk containing two columns titled ""Reasons Against"" and ""Reasons For"" with the same points about jail that were written on a notepad earlier."
3032_HOW_DO_YOU_KNOW/segment_0027.mp4,168,C,"In the target scene, the man brings two short glasses containing an orange-colored liquid and a fruit slice to the woman, who then takes one from him."
3032_HOW_DO_YOU_KNOW/segment_0013.mp4,169,B,"Near the end of the video, the woman walks through a door that has the gold characters ""2A"" affixed to its upper half."
3032_HOW_DO_YOU_KNOW/segment_0022.mp4,170,B,"In the apartment's kitchen area, the tall bouquet of flowers is visible sitting in a glass vase on the counter while the woman and the two men stand nearby."
3032_HOW_DO_YOU_KNOW/segment_0008.mp4,171,B,"In the target scene, the man is shown leaning his shoulder against a white wall next to a large doorway while talking on his phone. This shot follows the segment where the woman on the bus is shown answering a phone call."
3032_HOW_DO_YOU_KNOW/segment_0035.mp4,172,B,"In the target scene, the blonde woman is shown sitting in a blue high-backed upholstered seat next to a large window, which is part of a bus interior."
3032_HOW_DO_YOU_KNOW/segment_0001.mp4,173,B,"In the target scene, the man with blonde hair runs up behind the woman in the red dress and picks her up, lifting her feet completely off the sidewalk."
3032_HOW_DO_YOU_KNOW/segment_0016.mp4,174,C,"In the final shot of the clip, the man is seen tilting the plate so that its contents fall into a black, slatted metal trash can located outdoors in the rain."
3032_HOW_DO_YOU_KNOW/segment_0034.mp4,175,B,"In the target scene, the man in the checkered shirt is shown sitting on the red couch and placing his hand on the shoulder of the man wearing glasses as they talk."
3032_HOW_DO_YOU_KNOW/segment_0048.mp4,176,B,"In the latter part of the video, the blonde woman is shown exiting a building through a revolving door while wearing a blue strapless dress."
3032_HOW_DO_YOU_KNOW/segment_0007.mp4,177,C,The man is sitting at a round table and singing while holding a silver table lamp with a white shade in his right hand. The context identifies this object as a lamp when he is shown using a remote control to turn it on and off.
3032_HOW_DO_YOU_KNOW/segment_0011.mp4,178,C,"In the target scene, the man is shown sitting at a restaurant booth with both of his hands pressed against the sides of his face as the woman walks up to him."
3032_HOW_DO_YOU_KNOW/segment_0038.mp4,179,C,"In the target scene, while the mother is occupied with a corded telephone call and the baby begins to cry, the blonde visitor reaches out with her right hand and gently strokes the top of the baby's head."
3032_HOW_DO_YOU_KNOW/segment_0049.mp4,180,B,"In the target scene, the camera cuts to the man leaning over a balcony railing, followed by a high-angle shot showing the couple from his perspective above."
3032_HOW_DO_YOU_KNOW/segment_0050.mp4,181,C,"Once the bus moves forward and clears the view of the shelter, the bench where the couple was previously located is shown to be empty."
3032_HOW_DO_YOU_KNOW/segment_0017.mp4,182,B,The man is clearly visible pouring a container of blueberries into the two red bowls on the kitchen counter before serving them.
1027_Les_Miserables/segment_0004.mp4,183,B,"After entering the factory in a green coat, the man who was earlier seen in rags tearing papers stands in front of the women and removes his top hat."
1027_Les_Miserables/segment_0021.mp4,184,C,The man in the blue jacket with red epaulettes is seen walking up behind the man kneeling on the floor and placing his hand on the top of the kneeling man's head.
1027_Les_Miserables/segment_0030.mp4,185,C,"In the target scene, the man who was earlier shown as a happy guest at the party is shown in a different, somber setting, sitting alone in a high-backed chair with visibly red and watery eyes."
1027_Les_Miserables/segment_0000.mp4,186,B,"In the target scene, the men are shown stepping on and walking across a blue, white, and red fabric on the muddy ground; the opening context shows this same fabric clearly as a flag."
1027_Les_Miserables/segment_0029.mp4,187,C,The man is seen carrying the large wooden chest through an archway and lifting it into the open door of a black carriage parked outside.
1027_Les_Miserables/segment_0018.mp4,188,C,"In the final moments of the video, the man in the dark jacket and cap is seized by a group of men who grab his arms and forcefully push him down onto a surface to restrain him."
1027_Les_Miserables/segment_0010.mp4,189,C,"In the target scene, the man in the top hat is shown handing a doll to the girl, which she smiles at and holds as he picks her up."
1027_Les_Miserables/segment_0009.mp4,190,C,"In the target scene, the young girl is shown behind the bars of a gate holding onto the vertical handle of a wooden broom."
1027_Les_Miserables/segment_0006.mp4,191,C,"In the target scene, the woman is clearly shown lying in a wooden coffin-like box with her hair cropped extremely short. This follows the sequence in the context where her long hair was forcibly cut off with a knife."
1027_Les_Miserables/segment_0012.mp4,192,B,"In the target scene, the man identified in the context as the one searching the alleys is shown walking on a high, narrow stone ledge overlooking a city, passing right next to a giant stone statue of a bird."
1027_Les_Miserables/segment_0003.mp4,193,B,The target scene features a close-up of a yellow piece of paper with printed text that the man is holding and examining while sitting on a wooden bench.
1027_Les_Miserables/segment_0020.mp4,194,C,"After running up the stairs and knocking on a door, the boy is seen holding out and handing a folded piece of paper to the man who answers."
1027_Les_Miserables/segment_0019.mp4,195,C,"In the target scene, a man is shown holding a flaming torch directly over a wooden barrel while facing a soldier, which causes the group of soldiers to retreat."
1027_Les_Miserables/segment_0014.mp4,196,B,"The woman from the singing scene is shown standing in an alleyway, leaning her shoulder against a stone wall and looking directly towards the man in the brown coat as he stares at another woman."
1027_Les_Miserables/segment_0024.mp4,197,C,"In the target scene, the man previously seen aiming a rifle is shown lying motionless on the ground with blood on his forehead and is then lifted and carried by a man in a white shirt."
1027_Les_Miserables/segment_0025.mp4,198,B,"The context shows a man in a red jacket being shot and falling from a window, where he remains hanging upside down by a piece of red cloth. In the target scene, this same man in the red jacket is visible through the large opening in the background as the man in the dark uniform walks into the room."
1027_Les_Miserables/segment_0028.mp4,199,B,The man shown recovering in bed is later seen walking through a dilapidated room with a white fabric sling supporting his left arm.
1027_Les_Miserables/segment_0023.mp4,200,B,"In the target scene, the child is shown climbing the high barricade made of furniture and coffins when he is struck by gunfire and collapses."
1027_Les_Miserables/segment_0027.mp4,201,B,"In the target scene, the man in uniform is seen lowering his pistol and looking down as the individual carrying the body moves out of frame, eventually leaving the uniformed man standing alone on the ledge."
1027_Les_Miserables/segment_0013.mp4,202,B,"As the boy sits on the rear of the carriage, the large elephant structure featured prominently in the context is visible behind him in the distance on the left side of the frame."
1027_Les_Miserables/segment_0022.mp4,203,B,"In the target scene, the man in the blue uniform aims and fires his weapon; the bullet is clearly seen striking a wooden door or panel right next to a small, distinct illustration of a person."
1027_Les_Miserables/segment_0008.mp4,204,C,"As the man enters and walks through the ward in the target scene, the translucent white curtains hanging around the beds are clearly decorated with a large, ornate black cross pattern, which is shown in detail as he passes and when a young girl touches it."
1027_Les_Miserables/segment_0001.mp4,205,B,"The man in the red outfit carries the heavy wooden pole on his shoulder and, upon reaching the man in the blue coat, lets it fall heavily onto the wet ground."
1027_Les_Miserables/segment_0016.mp4,206,B,"In the target scene at 0:48, a hand with a dark, tattered sleeve (which matches the outfit of the woman in the dark dress seen in the context) is shown pulling a white folded paper out of the ornate metal scrollwork of the gate. She is then shown holding and looking at the paper at 0:52."
1027_Les_Miserables/segment_0011.mp4,207,C,The man is seen picking up the girl and running with her through dark streets and colonnades while being followed by a man on a horse.
1027_Les_Miserables/segment_0017.mp4,208,B,"In the target scene, the man in the red jacket and the man in the brown jacket are shown standing side by side; they both draw their pistols and aim them into the air or toward the line of soldiers simultaneously."
1027_Les_Miserables/segment_0005.mp4,209,B,"In the target scene, a man in a blue uniform wearing a black bicorne hat with a white emblem is shown in multiple shots standing nearby and watching the man in the green coat as he strains to lift the beam. Although a woman in a pink dress was introduced earlier and appears later, she is not the one observing this action."
1005_Signs/segment_0032.mp4,210,C,"In the target scene, the man who was previously seen sitting in the dark picks up a fork and aggressively stabs at different food items on the table."
1005_Signs/segment_0021.mp4,211,B,"In the target scene, both the boy and the girl are clearly shown sitting on the bed wearing conical hats made of reflective silver foil."
1005_Signs/segment_0033.mp4,212,B,"A hand wearing a light blue sleeve and a watch opens a door under a staircase, revealing a small television screen that displays a black-and-white circular test pattern."
1005_Signs/segment_0000.mp4,213,C,The man is seen walking through a hallway and bending down to pick up two white socks lying on the floor near a wooden staircase.
1005_Signs/segment_0015.mp4,214,A,"In the target scene, the man is shown holding the flashlight, and its beam is clearly visible as it illuminates the corn stalks and the ground while he navigates through the dark field."
1005_Signs/segment_0029.mp4,215,B,"In the target scene, the man in the green jacket sits down on the couch, positioning himself between the boy on the left and the younger man in the foil hat on the right. This arrangement is clearly visible as he settles into the middle of the group."
1005_Signs/segment_0018.mp4,216,B,"In the target scene, the girl is shown sitting on the far right of a couch with three other people and is seen picking up and holding a black remote control."
1005_Signs/segment_0010.mp4,217,C,"The target scene shows the man in an office where multiple posters with the word ""ARMY"" and images of soldiers are clearly visible on the wall behind him."
1005_Signs/segment_0047.mp4,218,A,"In the target scene, the man is shown swinging the baseball bat, which strikes a glass on the table and then hits the creature, causing it to fall backward."
1005_Signs/segment_0009.mp4,219,C,"The boy is visible in the rear seat sitting on the left side of the vehicle, which is directly behind the man who is shown operating the steering wheel."
1005_Signs/segment_0012.mp4,220,C,"The man is shown opening a car door, stepping into the vehicle, and pulling the door shut behind him."
1005_Signs/segment_0046.mp4,221,C,"In the target scene (specifically at 0:51), a man wearing a blue long-sleeved shirt is clearly visible standing behind the main character, whereas the only other individuals shown in the earlier accident context were a police officer and a dying woman."
1005_Signs/segment_0044.mp4,222,B,"In the target scene, the man is shown laying the young boy down onto a couch that is covered with a multi-colored patterned blanket or throw."
1005_Signs/segment_0037.mp4,223,B,"In the target scene, the man in the light blue shirt is shown pressing his body against the wooden door and watching the doorknob as it begins to rattle and turn from the other side."
1005_Signs/segment_0020.mp4,224,B,"The man follows the path of the black cable along the floor through the house to a door, which he opens to find another man sitting down inside a small, dimly lit room."
1005_Signs/segment_0019.mp4,225,A,"The context at the beginning of the video establishes the presence of two drinking glasses (one with a green base and one clear) on a dark surface. In the target scene, specifically during the wide shot of the family on the couch, these same two glasses are visible as blurry silhouettes in the bottom-left foreground."
1005_Signs/segment_0043.mp4,226,C,The man is shown ascending a flight of wooden stairs and stopping at the top in front of an opening or door decorated with illuminated star and crescent moon shapes.
1005_Signs/segment_0041.mp4,227,C,The man from the cellar scene is shown in a close-up at the accident site wearing a black shirt with a white clerical collar clearly visible around his neck.
1005_Signs/segment_0024.mp4,228,B,"A close-up shot in the target scene focuses on the driver's plaid shirt, revealing a prominent dark red stain near the waist area."
1005_Signs/segment_0002.mp4,229,B,"In the target scene, the man is shown holding a cordless phone to his ear and speaking into it while standing by a window and then walking into the kitchen."
1005_Signs/segment_0039.mp4,230,C,"In the context, a character is seen dropping a silver flashlight, which rolls across the floor. In the target scene, this same flashlight is shown in a close-up lying on the ground, still switched on and with visible smoke or vapor rising from it as it rolls."
1005_Signs/segment_0023.mp4,231,C,"When the man looks through the window in the target scene, the interior shows a room with a desk and computer, while a chair and a lamp are tipped over on the floor."
1005_Signs/segment_0042.mp4,232,C,"In the target scene, the man previously shown at the accident site is in a basement looking at shelves that contain two orange basketballs on the top level and a soccer ball on the level below."
1005_Signs/segment_0027.mp4,233,C,"In the target scene, the man picks up a large kitchen knife from the counter and slides it across the floor and under a door, using its reflection to see what is on the other side."
1005_Signs/segment_0013.mp4,234,C,The man is seen leaning over the roof of the car while holding the same white handheld electronic device that was shown in the boy's hands in the back of the car.
1005_Signs/segment_0008.mp4,235,B,"The television displays a news segment titled ""BREAKING NEWS"" featuring overhead shots of large circular symbols and geometric patterns in a field."
1005_Signs/segment_0001.mp4,236,C,"The target scene shows the man in the grey shirt, identified in the context as the person who came out of the house, reaching out to touch and gently lift the boy's chin as he examines him."
1005_Signs/segment_0016.mp4,237,C,"In the high-angle shot, the man is seen moving from the center of the cleared circle and disappearing into the surrounding field of tall, upright corn plants."
1005_Signs/segment_0034.mp4,238,B,"The target scene shows that the opening previously worked on by the man in the dark blue shirt is now fully obstructed by multiple wooden boards nailed across it, as seen in the background behind the children."
1005_Signs/segment_0048.mp4,239,B,"In the target scene, the man wearing a dark long-sleeved shirt runs out to the lawn and briefly rests his hand on the boy's chest before the older man holding the boy signals for him to stop."
1005_Signs/segment_0007.mp4,240,C,"A white car with the word ""POLICE"" printed on its side and a light bar on its roof is parked in the driveway of the house."
1005_Signs/segment_0049.mp4,241,C,"As the camera pans across the bedroom and looks out of the multiple windows, the landscape outside, including the fields and ground, is visible as completely white and covered in snow."
1005_Signs/segment_0045.mp4,242,B,The television screen shows a reflection of the creature standing in the middle of the room while holding a child.
3009_BATTLE_LOS_ANGELES/segment_0032.mp4,243,B,"In the target scene, the man who was previously seen entering the room is shown leaning over a desk and pointing at a tactical map that has topographical lines and grid markings."
3009_BATTLE_LOS_ANGELES/segment_0004.mp4,244,C,"After the passenger exits the vehicle and walks toward the group on the airfield, he is clearly seen reaching out and shaking hands with the soldier who was first shown walking in the hallway earlier in the clip."
3009_BATTLE_LOS_ANGELES/segment_0021.mp4,245,B,The alien craft is seen hovering in the air directly above the area where the radio was left and repeatedly discharging its weapons at the pavement.
3009_BATTLE_LOS_ANGELES/segment_0033.mp4,246,B,The woman is shown sitting next to the stretcher and placing her hand on the side of the head of the person lying there as she comforts the crying child.
3009_BATTLE_LOS_ANGELES/segment_0000.mp4,247,B,"In the target scene, the man who was previously at the beach is shown sitting in a chair across from the desk, observing the other man who is using a pen to sign a document inside a folder."
3009_BATTLE_LOS_ANGELES/segment_0015.mp4,248,C,"In the final segment of the video, after the indoor search ends, the soldiers are shown running across a street in daylight, carrying an individual on a stretcher toward a military vehicle."
3009_BATTLE_LOS_ANGELES/segment_0029.mp4,249,B,"In the target scene, the soldier is seen monitoring the man's pulse by holding his wrist and looking at a watch. Shortly after, as the man stops moving, the soldier is shown catching and holding the man's hand."
3009_BATTLE_LOS_ANGELES/segment_0036.mp4,250,C,"In the target scene, the man who was previously shown talking to a younger soldier is standing on an elevated tower and holding binoculars to his eyes to observe the explosions and flying craft in the distance."
3009_BATTLE_LOS_ANGELES/segment_0018.mp4,251,B,"In the target scene, a close-up reveals a mechanical metal barrel integrated directly onto the creature's bone, forming an attached weapon. This is visible as the soldiers inspect the remains found in the building."
3009_BATTLE_LOS_ANGELES/segment_0009.mp4,252,B,"At 00:41, the video shows a view through a weapon's magnifying scope, revealing a person in a red shirt lying motionless on the pavement. The context helps interpret this as another casualty of the attack, following the earlier discovery of a dead woman inside a car."
3009_BATTLE_LOS_ANGELES/segment_0031.mp4,253,B,"In the target scene, a group of soldiers is shown carrying the man into a green tent-like structure and carefully lowering him onto the ground or a mat."
3009_BATTLE_LOS_ANGELES/segment_0006.mp4,254,B,"In the target scene, the Marine who was previously seen conversing with the soldier wearing thick glasses is shown in a close-up writing a letter that begins with ""My Dearest"" on a small notepad. Individuals performing the actions in the other options are different Marines who were also introduced earlier."
3009_BATTLE_LOS_ANGELES/segment_0012.mp4,255,C,"In the target scene, after the soldier stands up from the ground, a large tan backpack is clearly visible lying on the steps as he walks away without it. The context shows the soldier wearing this specific backpack while moving and firing his weapon earlier in the clip."
3009_BATTLE_LOS_ANGELES/segment_0003.mp4,256,B,"In the target scene, the man identified in the context is shown kneeling down and kissing the belly of a pregnant woman while standing in the doorway of a house."
3009_BATTLE_LOS_ANGELES/segment_0044.mp4,257,C,"After arriving at the base, the soldier with the facial wounds is shown in a close-up without his helmet, tilting his head back to drink from a clear plastic water bottle."
3009_BATTLE_LOS_ANGELES/segment_0037.mp4,258,B,The final shot of the clip shows a wide view of the city skyline with multiple buildings on fire and large plumes of smoke rising from them.
3009_BATTLE_LOS_ANGELES/segment_0020.mp4,259,C,"In the final second of the video, the woman is shown with a look of extreme fear as she and the other passengers are physically jolted forward by the vehicle's sudden stop."
3009_BATTLE_LOS_ANGELES/segment_0019.mp4,260,B,"In the target scene, the soldier is clearly shown holding a knife and thrusting it several times into the dark, fleshy internal area of the creature, causing dark fluid to splash."
3009_BATTLE_LOS_ANGELES/segment_0043.mp4,261,B,"In the target scene, a missile strikes the large structure precisely where the red laser is pointed, causing the structure to erupt in flames and fall apart."
3009_BATTLE_LOS_ANGELES/segment_0041.mp4,262,B,"At the top of the stairs in the ruined structure, the soldier is seen in a close-up holding a handheld radio with a long antenna to his mouth while speaking."
3009_BATTLE_LOS_ANGELES/segment_0024.mp4,263,B,"In the target scene, a large section of the elevated concrete highway, identifiable by its green signs, is shown breaking apart and falling to the ground in a massive cloud of dust and debris."
3009_BATTLE_LOS_ANGELES/segment_0002.mp4,264,C,"In the target scene, the individual in the camouflage uniform reaches into the glass bowl on the desk and grabs several small, multi-colored marshmallow-like treats before the scene transitions."
3009_BATTLE_LOS_ANGELES/segment_0028.mp4,265,B,"The target scene shows the group of soldiers inside a dimly lit interior where shelves are filled with glass bottles, gathering around and assisting a man who is lying on the floor."
3009_BATTLE_LOS_ANGELES/segment_0039.mp4,266,B,"In the target scene, the group is shown huddled under the pillars of an overpass, and one individual is clearly seen examining a paper document while the others hold their weapons and watch the surroundings."
3009_BATTLE_LOS_ANGELES/segment_0023.mp4,267,B,"As the camera shows the view from the front of the moving vehicle, a large concrete freeway bridge is seen collapsed onto the road, with thick black smoke and orange flames rising from the debris."
3009_BATTLE_LOS_ANGELES/segment_0042.mp4,268,C,"At 00:44, the soldier's scope crosshairs are centered on a black rectangular device with a long, thin antenna lying among the rocks and debris, which is the same object seen being dropped earlier. He then fires a grenade that explodes directly on this object at 00:46."
3009_BATTLE_LOS_ANGELES/segment_0027.mp4,269,B,"The bus is seen engulfed in a massive fireball and subsequently appears as a charred, flaming wreck in the background as the survivors emerge from the dust and debris."
3009_BATTLE_LOS_ANGELES/segment_0013.mp4,270,B,"In the target scene, a soldier is shown being supported by a comrade as they walk past a building; he has a prominent white bandage with red blood stains wrapped around his head. This wounded soldier was previously seen among the group as they prepared to move out from the rally point."
3009_BATTLE_LOS_ANGELES/segment_0022.mp4,271,C,"In the target scene, the soldier enters the vehicle and leans his forehead against a vertical metal bar used as a handrail."
3009_BATTLE_LOS_ANGELES/segment_0008.mp4,272,D,"After the bright projectile is launched from behind a building, the soldier who was seen leading the group earlier raises his gloved hand in a signaling gesture to the team following him through the alley."
3009_BATTLE_LOS_ANGELES/segment_0035.mp4,273,B,"In the target scene, the older soldier is shown pointing his right index finger at the side of his head, near his ear, while speaking intensely to the younger soldier."
3009_BATTLE_LOS_ANGELES/segment_0040.mp4,274,A,"From 00:51 onwards, the camera reveals a massive, dark mechanical structure with numerous small lights filling the space above the hole in the ceiling. This discovery is the result of the group moving through the underground tunnel system shown previously."
3009_BATTLE_LOS_ANGELES/segment_0001.mp4,275,B,"In the target scene, the man without glasses (who was introduced standing in the shop during the context) is seen leaning down to smell a white flower. While he was previously watching a news report in the context, his primary action at the start of this scene is interacting with the flower."
3009_BATTLE_LOS_ANGELES/segment_0034.mp4,276,C,"At the end of the video, the soldier is shown kneeling on the ground while pulling the child into a hug as the camera pulls back."
3009_BATTLE_LOS_ANGELES/segment_0007.mp4,277,C,The soldiers are seen running from the landed helicopters across an airfield and into a large hangar building where others are reviewing maps and using computer stations.
3009_BATTLE_LOS_ANGELES/segment_0011.mp4,278,B,"In the target scene, the soldier is seen looking through his rifle scope while crouched next to a white appliance with a circular door on the front, characteristic of a laundry machine. The context establishes this setting as a laundry room by showing multiple similar machines and boxes of detergent."
3009_BATTLE_LOS_ANGELES/segment_0038.mp4,279,B,"In the target scene, the man is shown attaching a device to a rope and sliding down it until he reaches the ground near a burning vehicle."
3009_BATTLE_LOS_ANGELES/segment_0017.mp4,280,B,"In the target scene, the view through the scope shows a large, grey, irregularly shaped craft floating stationary in the sky above a building where three spindly-legged figures are standing. This craft is identical to the ones shown flying through the city earlier in the context."
3009_BATTLE_LOS_ANGELES/segment_0005.mp4,281,B,"In the final part of the clip, a large group of military personnel in camouflage is seen running across a flat airfield towards several parked tandem-rotor helicopters."
1026_Legion/segment_0032.mp4,282,B,"In the context, the man driving the car is shown looking at his forearm, which is covered in black markings. In the target scene, these tattoos are clearly visible on his bare arm as he aims and fires his weapon at the car's ceiling to repel the attacker."
1026_Legion/segment_0004.mp4,283,D,"A large roadside sign visible at 0:55 indicates that ""Paradise Falls"" is 50 miles away. The context establishes the diner and trailer park as the primary location, and a sign later in the target scene confirms that this location is named ""Paradise Falls,"" allowing the viewer to identify the distance on the highway sign."
1026_Legion/segment_0021.mp4,284,B,"In the target scene, a body is shown lying on the floor, heavily charred and mutilated with smoke rising from its open chest cavity, which follows the man's entrance into the building while steaming in the context."
1026_Legion/segment_0033.mp4,285,B,"In the target scene, as the woman emerges from the crash and crawls past debris, the number ""1127"" is clearly visible on a white section of the overturned vehicle's bodywork. This number matches the identification number seen on the exterior of the police car earlier in the context. (Note: Other numbers in the options, such as the license plate 9953 and odometer reading 7479, are visible in the context but do not appear on the wreckage)."
1026_Legion/segment_0000.mp4,286,B,"In the target scene, the man identified by his tattoos in the context is shown holding a knife and pressing it into his own shoulder. This action is clearly visible as the camera focuses on his hand and the blade cutting into his skin."
1026_Legion/segment_0015.mp4,287,C,"In the target scene, the young girl is clearly shown walking forward while holding a string that is attached to a white balloon, which is visible floating behind her."
1026_Legion/segment_0036.mp4,288,C,"In the target scene, the driver is shown from behind, and several dark tattoos are visible on the skin of his neck. This is consistent with the numerous tattoos seen on the man's arms and neck throughout the earlier context."
1026_Legion/segment_0018.mp4,289,B,"In the final scene, the man is sitting on a roof ledge with a blue can of the same brand he was drinking from earlier placed beside him."
1026_Legion/segment_0010.mp4,290,B,"In the target scene, the man holding the rear end of the bag is wearing a grey t-shirt, which matches the man shown leaning over a toilet in the bathroom stall during the context. The man at the front of the bag is wearing a tan shirt, identifying him as the man previously shown drinking from a can at the bathroom sink."
1026_Legion/segment_0031.mp4,291,B,"In the target scene, the winged man reaches for a spiked mace on the floor and uses it to strike the man behind him. This weapon is the same one seen being wielded by the winged man earlier in the context."
1026_Legion/segment_0006.mp4,292,A,"In the target scene, multiple shots show a giant, thick brown cloud of dust or sand moving across the flat landscape toward the man who remains outside."
1026_Legion/segment_0003.mp4,293,B,"In the target scene, the woman is shown standing in the doorway and then stepping out of a silver-colored trailer with a distinct rounded roof. The context provides a clear exterior shot of this trailer as the man leaves it to walk into the desert."
1026_Legion/segment_0020.mp4,294,B,"When the camera shows the person tied to the structure outside, several close-up shots reveal numerous large, distorted lumps and boils across their arms and torso."
1026_Legion/segment_0019.mp4,295,B,"After the sequence of flying figures, the man from the beginning of the video (identifiable by his blue blanket with red tassels) is shown sitting on a ledge. His hand, which is holding a blue can, falls limp to his side, and he remains completely still for the rest of the shot."
1026_Legion/segment_0014.mp4,296,B,"In the target scene, one of the men who was part of the group previously shown inside the building is seen aiming and firing a large, shoulder-mounted weapon that launches a projectile at the approaching line of cars."
1026_Legion/segment_0024.mp4,297,C,The target scene shows a man with a shaved head carrying the child while firing a weapon to defend them from a group of people.
1026_Legion/segment_0002.mp4,298,B,"In the target scene, a close-up of the man's face shows that his teeth have become sharp and jagged, resembling those of a predator."
1026_Legion/segment_0028.mp4,299,B,"After diving across the floor to catch an object, the man in the tan jacket is seen on the ground clutching a bundle wrapped in a white cloth, which contains the infant born to the woman seen in labor during the earlier part of the clip."
1026_Legion/segment_0026.mp4,300,C,"When the man enters the room to find the woman, he is clearly shown holding and aiming a handgun as he searches the area."
1026_Legion/segment_0023.mp4,301,B,"Near the end of the video, the woman is seen on the roof pointing the submachine gun she was shown earlier at a blue van that pulls up to a gas station."
1026_Legion/segment_0027.mp4,302,C,"In the target scene, a close-up shot shows the woman's hands bound behind her back with white rope as she sits in the same chair seen earlier."
1026_Legion/segment_0013.mp4,303,B,"After the ice cream truck stops, a man steps out of the side service window wearing a yellow uniform that includes a small bowtie and a matching pointed service cap."
1026_Legion/segment_0035.mp4,304,A,"In the target scene, the woman is depicted holding an infant close to her chest as she and the man look out over a wide valley containing a small town."
1026_Legion/segment_0001.mp4,305,C,"The target scene shows the man, whom the context identifies as having a back wound he was sewing, removing several rifles from racks in a green-lit room."
1026_Legion/segment_0034.mp4,306,C,"In the final moments of the video, a second armored figure is shown thrusting a sword through the throat of the dark-winged attacker. the blade is clearly visible entering the front of his neck and protruding from the back."
