file,raw_response,question,option_A,option_B,option_C,option_D,option_E,correct_answer,rationale
1051_Harry_Potter_and_the_goblet_of_fire/segment_0063.mp4,"Question:
After Harry and the girl embrace behind the curtain, what visual and auditory event immediately follows?

A. A bell rings and they both run out of the tent.
B. A bright flash occurs as a man with a camera takes their photo.
C. The curtain is pulled down by a group of other students.
D. A magical creature appears and separates them.
E. A teacher walks in and hands Harry a letter.

Correct Answer: B

Rationale:
As Harry and the girl are hugging at the 0:19 mark, a bright light flashes and a clicking sound is heard, revealing a man holding a large camera and a woman standing next to him.","After Harry and the girl embrace behind the curtain, what visual and auditory event immediately follows?",A bell rings and they both run out of the tent.,A bright flash occurs as a man with a camera takes their photo.,The curtain is pulled down by a group of other students.,A magical creature appears and separates them.,A teacher walks in and hands Harry a letter.,B,"As Harry and the girl are hugging at the 0:19 mark, a bright light flashes and a clicking sound is heard, revealing a man holding a large camera and a woman standing next to him."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0022.mp4,"Question:
Which of the following best describes the progression of events shown in the clip?

A. A large ship emerges from underwater and sails toward a castle, then a man stands at a podium in a large hall.
B. A ship sails through a storm towards a castle, then a man speaks to a crowd in a dark cave.
C. A small boat sinks into the lake, and then a group of people gather in a large hall with candles.
D. A ship emerges from the water and sails away from a castle, then a man makes an announcement in a library.
E. A large ship falls from the sky into the water, and then a man stands at a podium in a large hall.

Correct Answer: A

Rationale:
The video shows a large, ornate ship rising from beneath the surface of a lake, sailing toward a large castle on a hill, and then cuts to a scene of an old man standing at a podium in a large hall with floating candles.",Which of the following best describes the progression of events shown in the clip?,"A large ship emerges from underwater and sails toward a castle, then a man stands at a podium in a large hall.","A ship sails through a storm towards a castle, then a man speaks to a crowd in a dark cave.","A small boat sinks into the lake, and then a group of people gather in a large hall with candles.","A ship emerges from the water and sails away from a castle, then a man makes an announcement in a library.","A large ship falls from the sky into the water, and then a man stands at a podium in a large hall.",A,"The video shows a large, ornate ship rising from beneath the surface of a lake, sailing toward a large castle on a hill, and then cuts to a scene of an old man standing at a podium in a large hall with floating candles."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0118.mp4,"Question:
After a man is found lying in the woods, what sequence of events involving Harry Potter is shown?

A. He stands before a rotating stone griffin, enters a room where several men are gathered, and a man with an eyepatch closes the door.
B. He discovers a secret door behind a stone griffin and finds the man from the woods is still alive inside a room.
C. He uses his wand to make a stone griffin rotate and then enters a room to hide from a man with an eyepatch.
D. He follows a man with an eyepatch through a doorway and then watches as a stone griffin blocks the exit.
E. He enters a room to report the body he found, but a man with an eyepatch forces him to leave immediately.

Correct Answer: A

Rationale:
The clip begins with the discovery of a body in the woods. It then shows Harry Potter standing in front of a rotating stone griffin statue, entering an office where several men are present, and finally, a man with an eyepatch closing the door behind him.","After a man is found lying in the woods, what sequence of events involving Harry Potter is shown?","He stands before a rotating stone griffin, enters a room where several men are gathered, and a man with an eyepatch closes the door.",He discovers a secret door behind a stone griffin and finds the man from the woods is still alive inside a room.,He uses his wand to make a stone griffin rotate and then enters a room to hide from a man with an eyepatch.,He follows a man with an eyepatch through a doorway and then watches as a stone griffin blocks the exit.,"He enters a room to report the body he found, but a man with an eyepatch forces him to leave immediately.",A,"The clip begins with the discovery of a body in the woods. It then shows Harry Potter standing in front of a rotating stone griffin statue, entering an office where several men are present, and finally, a man with an eyepatch closing the door behind him."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0136.mp4,"Question:
While two boys are racing toward a glowing blue object in a dark maze, what happens to the boy wearing the yellow and black shirt?

A. He reaches the glowing object first and picks it up.
B. He stops running to cast a spell on the boy in the red shirt.
C. He is grabbed and pulled to the ground by moving vines from the maze walls.
D. He trips over a pile of rocks and loses his wand.
E. He runs into a dead end and is forced to turn back.

Correct Answer: C

Rationale:
As the two characters run through the corridor toward the light, the walls of the maze begin to move, and vines reach out to snag the boy in the yellow shirt, pulling him down and entangling him on the ground.","While two boys are racing toward a glowing blue object in a dark maze, what happens to the boy wearing the yellow and black shirt?",He reaches the glowing object first and picks it up.,He stops running to cast a spell on the boy in the red shirt.,He is grabbed and pulled to the ground by moving vines from the maze walls.,He trips over a pile of rocks and loses his wand.,He runs into a dead end and is forced to turn back.,C,"As the two characters run through the corridor toward the light, the walls of the maze begin to move, and vines reach out to snag the boy in the yellow shirt, pulling him down and entangling him on the ground."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0085.mp4,"Question:
Which of the following best describes the progression of scenes shown in the clip?

A. Two girls help a young man into a room while another boy watches, followed by an exterior shot of a ship at night and students entering a hall in formal attire.
B. A group of students walks through a dark corridor, followed by a close-up of a magical creature and a scene of students practicing spells in a classroom.
C. A young man enters a room alone, followed by a wide shot of a snowy forest and a scene where students are eating a meal at long tables.
D. Two people support a disoriented boy as they walk into a room, followed by a shot of an owl flying to a tower and students playing a game on a field.
E. A boy is led into a common room by his friends, followed by a carriage arriving at the school gates and students gathering for a lecture.

Correct Answer: A

Rationale:
The clip begins with two girls supporting Ron as he enters a room while Harry looks on. This is followed by a scenic exterior shot of a large ship and Hogwarts castle at night, and ends with a sequence of many students in formal gowns and suits entering through a large archway.",Which of the following best describes the progression of scenes shown in the clip?,"Two girls help a young man into a room while another boy watches, followed by an exterior shot of a ship at night and students entering a hall in formal attire.","A group of students walks through a dark corridor, followed by a close-up of a magical creature and a scene of students practicing spells in a classroom.","A young man enters a room alone, followed by a wide shot of a snowy forest and a scene where students are eating a meal at long tables.","Two people support a disoriented boy as they walk into a room, followed by a shot of an owl flying to a tower and students playing a game on a field.","A boy is led into a common room by his friends, followed by a carriage arriving at the school gates and students gathering for a lecture.",A,"The clip begins with two girls supporting Ron as he enters a room while Harry looks on. This is followed by a scenic exterior shot of a large ship and Hogwarts castle at night, and ends with a sequence of many students in formal gowns and suits entering through a large archway."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0008.mp4,"Question:
What happens to the group of people after they all touch the old boot on the ground?

A. They are immediately covered in a thick, magical fog that hides them from view.
B. They are pulled into a spinning vortex and transported through the air to a field.
C. The boot explodes into light, causing everyone to fall unconscious on the spot.
D. They are lifted into the air and begin to fly slowly toward a nearby castle.
E. They disappear instantly and reappear in a dark, underground cave.

Correct Answer: B

Rationale:
After the characters touch the boot and a countdown finishes, the video shows them spinning rapidly in a vortex through the air until they fall and land on a grassy hillside.",What happens to the group of people after they all touch the old boot on the ground?,"They are immediately covered in a thick, magical fog that hides them from view.",They are pulled into a spinning vortex and transported through the air to a field.,"The boot explodes into light, causing everyone to fall unconscious on the spot.",They are lifted into the air and begin to fly slowly toward a nearby castle.,"They disappear instantly and reappear in a dark, underground cave.",B,"After the characters touch the boot and a countdown finishes, the video shows them spinning rapidly in a vortex through the air until they fall and land on a grassy hillside."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0154.mp4,"Question:
After leading the boy into a room containing various objects and musical instruments, what action does the man with long hair take?

A. He opens the large, ornate chest sitting on the floor.
B. He hands a small object to the boy and points toward the fireplace.
C. He closes the heavy wooden door and secures its multiple locks.
D. He begins adjusting the positions of the large drums in the corner.
E. He sits the boy down at a desk and begins searching through papers.

Correct Answer: C

Rationale:
The video shows the man entering the room with the boy, turning back to close the heavy wooden door, and then manually sliding several metal bolts and locks into place.","After leading the boy into a room containing various objects and musical instruments, what action does the man with long hair take?","He opens the large, ornate chest sitting on the floor.",He hands a small object to the boy and points toward the fireplace.,He closes the heavy wooden door and secures its multiple locks.,He begins adjusting the positions of the large drums in the corner.,He sits the boy down at a desk and begins searching through papers.,C,"The video shows the man entering the room with the boy, turning back to close the heavy wooden door, and then manually sliding several metal bolts and locks into place."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0099.mp4,"Question:
After Hermione leaves Harry alone on the covered bridge, what visible interaction occurs?

A. Harry remains stationary and watches the mountains in the distance.
B. A student wearing a yellow and black scarf approaches Harry, speaks to him, and then walks away.
C. Harry follows Hermione through the wooden structure to continue their conversation.
D. Several students run past Harry without acknowledging him as they head to class.
E. Harry pulls out a wand and performs a spell on the wooden railing of the bridge.

Correct Answer: B

Rationale:
After Hermione walks away, a male student (Cedric) is seen approaching Harry on the bridge. They exchange a few words before the student smiles and continues walking past Harry.","After Hermione leaves Harry alone on the covered bridge, what visible interaction occurs?",Harry remains stationary and watches the mountains in the distance.,"A student wearing a yellow and black scarf approaches Harry, speaks to him, and then walks away.",Harry follows Hermione through the wooden structure to continue their conversation.,Several students run past Harry without acknowledging him as they head to class.,Harry pulls out a wand and performs a spell on the wooden railing of the bridge.,B,"After Hermione walks away, a male student (Cedric) is seen approaching Harry on the bridge. They exchange a few words before the student smiles and continues walking past Harry."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0103.mp4,"Question:
After Harry receives a small green item from another student, what structures are shown situated in the middle of a large body of water?

A. A single large stone castle
B. Three tall, multi-level towers with crowds on top
C. A series of floating docks tied together
D. A large wooden maze
E. A row of anchored sailing ships

Correct Answer: B

Rationale:
The final shot of the clip shows a wide view of a lake with three distinct, tall wooden towers that have many people standing on the upper platforms.","After Harry receives a small green item from another student, what structures are shown situated in the middle of a large body of water?",A single large stone castle,"Three tall, multi-level towers with crowds on top",A series of floating docks tied together,A large wooden maze,A row of anchored sailing ships,B,"The final shot of the clip shows a wide view of a lake with three distinct, tall wooden towers that have many people standing on the upper platforms."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0143.mp4,"Question:
What is the main progression shown as the dark, swirling smoke dissipates at the beginning of the clip?

A. A stone statue comes to life and begins to move.
B. A pale, noseless figure in black robes emerges and proceeds to touch and examine its own head.
C. A young boy breaks free from a statue and runs into the woods.
D. A man in a cloak appears and starts a fire in the graveyard.
E. A ghost rises from the ground and begins to fly around the area.

Correct Answer: B

Rationale:
The video shows a dark mass of smoke condensing into a pale, hairless, noseless humanoid figure who then uses its hands to feel its own face and scalp.","What is the main progression shown as the dark, swirling smoke dissipates at the beginning of the clip?",A stone statue comes to life and begins to move.,"A pale, noseless figure in black robes emerges and proceeds to touch and examine its own head.",A young boy breaks free from a statue and runs into the woods.,A man in a cloak appears and starts a fire in the graveyard.,A ghost rises from the ground and begins to fly around the area.,B,"The video shows a dark mass of smoke condensing into a pale, hairless, noseless humanoid figure who then uses its hands to feel its own face and scalp."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0068.mp4,"Question:
After being pinned behind a rock by a fire-breathing dragon, what action does the boy take to leave the ledge?

A. He climbs down the cliff face using a set of stairs.
B. He jumps off the ledge and catches a broomstick flying past him.
C. He runs into a dark cave opening located behind the dragon.
D. He uses a magical shield to walk past the dragon's flames.
E. He waits for the dragon to land and then sneaks past it.

Correct Answer: B

Rationale:
The video shows a broomstick flying into the arena, followed by the boy jumping off the rocky ledge to catch it and fly away from the dragon.","After being pinned behind a rock by a fire-breathing dragon, what action does the boy take to leave the ledge?",He climbs down the cliff face using a set of stairs.,He jumps off the ledge and catches a broomstick flying past him.,He runs into a dark cave opening located behind the dragon.,He uses a magical shield to walk past the dragon's flames.,He waits for the dragon to land and then sneaks past it.,B,"The video shows a broomstick flying into the arena, followed by the boy jumping off the rocky ledge to catch it and fly away from the dragon."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0142.mp4,"Question:
After a man drops an object into a large cauldron, what sequence of events occurs?

A. The cauldron explodes, and the man falls backward into the dark water surrounding him.
B. The cauldron bursts into flames, and a small fleshy form emerges and transforms into a tall, pale figure.
C. The liquid in the cauldron turns green and dissolves the man's knife before he can use it.
D. A ghost rises from the cauldron and flies toward the person restrained by the statue.
E. The cauldron overflows with a thick black liquid that extinguishes the surrounding torches.

Correct Answer: B

Rationale:
The video shows the man dropping an item into the cauldron, which causes large flames to erupt; subsequently, a small, fleshy creature rises from the fire and undergoes a physical transformation into a tall, pale humanoid.","After a man drops an object into a large cauldron, what sequence of events occurs?","The cauldron explodes, and the man falls backward into the dark water surrounding him.","The cauldron bursts into flames, and a small fleshy form emerges and transforms into a tall, pale figure.",The liquid in the cauldron turns green and dissolves the man's knife before he can use it.,A ghost rises from the cauldron and flies toward the person restrained by the statue.,The cauldron overflows with a thick black liquid that extinguishes the surrounding torches.,B,"The video shows the man dropping an item into the cauldron, which causes large flames to erupt; subsequently, a small, fleshy creature rises from the fire and undergoes a physical transformation into a tall, pale humanoid."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0123.mp4,"Question:
After a young man with glasses falls out of a stone basin filled with swirling liquid, what does an older man with a long white beard do?

A. He points his wand at the young man to help him stand up.
B. He uses his wand to pull a silvery strand from his own head and drops it into the basin.
C. He stirs the liquid in the basin with his hand to change the image inside.
D. He casts a spell on the basin to make the liquid stop swirling.
E. He uses his wand to pull the young man back into the basin.

Correct Answer: B

Rationale:
The video shows the older man placing the tip of his wand against his temple, pulling away a glowing silvery strand, and then lowering the wand to deposit the strand into the stone basin. After this, a man's face becomes visible within the liquid.","After a young man with glasses falls out of a stone basin filled with swirling liquid, what does an older man with a long white beard do?",He points his wand at the young man to help him stand up.,He uses his wand to pull a silvery strand from his own head and drops it into the basin.,He stirs the liquid in the basin with his hand to change the image inside.,He casts a spell on the basin to make the liquid stop swirling.,He uses his wand to pull the young man back into the basin.,B,"The video shows the older man placing the tip of his wand against his temple, pulling away a glowing silvery strand, and then lowering the wand to deposit the strand into the stone basin. After this, a man's face becomes visible within the liquid."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0054.mp4,"Question:
After the initial scene showing a newspaper burning in a fireplace, what is the situation in the following scene by the water?

A. Two boys are standing on a dock looking out at the water.
B. One boy is sitting under a tree reading a book while another boy stands in the water.
C. Harry is teaching another boy how to swim in the shallow part of the lake.
D. Both boys are sitting on the shore and looking at a newspaper.
E. One boy is running along the shore while the other boy is in a boat.

Correct Answer: B

Rationale:
The clip transitions from an indoor scene with a fireplace to an outdoor scene where Harry is sitting under a tree reading a book, while another boy is seen standing in the shallow water near the shore.","After the initial scene showing a newspaper burning in a fireplace, what is the situation in the following scene by the water?",Two boys are standing on a dock looking out at the water.,One boy is sitting under a tree reading a book while another boy stands in the water.,Harry is teaching another boy how to swim in the shallow part of the lake.,Both boys are sitting on the shore and looking at a newspaper.,One boy is running along the shore while the other boy is in a boat.,B,"The clip transitions from an indoor scene with a fireplace to an outdoor scene where Harry is sitting under a tree reading a book, while another boy is seen standing in the shallow water near the shore."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0098.mp4,"Question:
After a series of dark scenes featuring a shadowy room and a tattoo of a skull with a snake, what occurs at the end of the clip?

A. A person walks down a long, dark hallway into a brightly lit room.
B. A character wakes up in bed as another person enters and speaks to him.
C. A man shows a tattoo on his arm to someone sitting in a chair.
D. A figure in a hood vanishes into a cloud of dark smoke.
E. A character uses a lamp to illuminate a dark, wooden attic.

Correct Answer: B

Rationale:
Starting at 0:21, the video cuts from a series of dark, ominous images to a close-up of a boy's eye opening as he lies in bed. This is followed by another boy entering the room and asking if he is alright, showing the character has just woken up.","After a series of dark scenes featuring a shadowy room and a tattoo of a skull with a snake, what occurs at the end of the clip?","A person walks down a long, dark hallway into a brightly lit room.",A character wakes up in bed as another person enters and speaks to him.,A man shows a tattoo on his arm to someone sitting in a chair.,A figure in a hood vanishes into a cloud of dark smoke.,"A character uses a lamp to illuminate a dark, wooden attic.",B,"Starting at 0:21, the video cuts from a series of dark, ominous images to a close-up of a boy's eye opening as he lies in bed. This is followed by another boy entering the room and asking if he is alright, showing the character has just woken up."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0061.mp4,"Question:
After entering the room and sitting down, what physical action does the older man perform with his body?

A. He removes his mechanical eye and places it in a glass of water.
B. He takes a large drink from a silver flask.
C. He removes a prosthetic leg and places it on the table.
D. He takes off his heavy coat and hangs it on a rack.
E. He uses a cloth to polish his wooden staff.

Correct Answer: C

Rationale:
From 0:09 to 0:12, the older man is clearly shown sitting down and detaching a mechanical prosthetic leg from his left side. Later, at 0:27, the prosthetic leg is visible resting on the table in front of him.","After entering the room and sitting down, what physical action does the older man perform with his body?",He removes his mechanical eye and places it in a glass of water.,He takes a large drink from a silver flask.,He removes a prosthetic leg and places it on the table.,He takes off his heavy coat and hangs it on a rack.,He uses a cloth to polish his wooden staff.,C,"From 0:09 to 0:12, the older man is clearly shown sitting down and detaching a mechanical prosthetic leg from his left side. Later, at 0:27, the prosthetic leg is visible resting on the table in front of him."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0001.mp4,"Question:
What environment is the large snake slithering through during the clip?

A. A brightly lit desert with sand dunes.
B. A dark, foggy graveyard with stone monuments and tall grass.
C. A dense tropical rainforest during the day.
D. A modern urban park with paved pathways.
E. An underwater cave filled with coral reefs.

Correct Answer: B

Rationale:
The snake is clearly shown moving past several tombstones and through tall grass in a dark, foggy setting.",What environment is the large snake slithering through during the clip?,A brightly lit desert with sand dunes.,"A dark, foggy graveyard with stone monuments and tall grass.",A dense tropical rainforest during the day.,A modern urban park with paved pathways.,An underwater cave filled with coral reefs.,B,"The snake is clearly shown moving past several tombstones and through tall grass in a dark, foggy setting."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0016.mp4,"Question:
What happens to the young man in the red shirt as he tries to navigate through the crowded, burning campsite?

A. He is pulled into a tent by a group of people.
B. He stops to help someone who has fallen before being pushed aside.
C. He trips over a piece of luggage and falls into a fire.
D. He is knocked to the ground and trampled by the fleeing crowd.
E. He successfully reaches a clear area and waits for his friends.

Correct Answer: D

Rationale:
The video shows the young man being bumped and pushed down by the moving crowd, and then numerous people's feet are seen stepping on and over him as he lies motionless on the ground.","What happens to the young man in the red shirt as he tries to navigate through the crowded, burning campsite?",He is pulled into a tent by a group of people.,He stops to help someone who has fallen before being pushed aside.,He trips over a piece of luggage and falls into a fire.,He is knocked to the ground and trampled by the fleeing crowd.,He successfully reaches a clear area and waits for his friends.,D,"The video shows the young man being bumped and pushed down by the moving crowd, and then numerous people's feet are seen stepping on and over him as he lies motionless on the ground."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0059.mp4,"Question:
After a man with an eye patch casts a spell at a blonde student who is attempting to use his wand, what transformation and subsequent action occur?

A. The student is transformed into a large bird and flies into the trees.
B. The student turns into a cat and is chased by the crowd.
C. The student is turned into a white ferret and is bounced up and down in the air by the man's magic.
D. The student shrinks to a tiny size and hides in the grass.
E. The student is transformed into a statue and remains frozen on the ground.

Correct Answer: C

Rationale:
In the clip, the man with the eye patch fires a spell that transforms the blonde student into a white ferret, which he then proceeds to levitate and bounce repeatedly off the ground and into the air.","After a man with an eye patch casts a spell at a blonde student who is attempting to use his wand, what transformation and subsequent action occur?",The student is transformed into a large bird and flies into the trees.,The student turns into a cat and is chased by the crowd.,The student is turned into a white ferret and is bounced up and down in the air by the man's magic.,The student shrinks to a tiny size and hides in the grass.,The student is transformed into a statue and remains frozen on the ground.,C,"In the clip, the man with the eye patch fires a spell that transforms the blonde student into a white ferret, which he then proceeds to levitate and bounce repeatedly off the ground and into the air."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0034.mp4,"Question:
After the man in the classroom points his wand at the large insect-like creature and a green light flashes, what happens to the creature?

A. It transforms into a different type of insect.
B. It vanishes from the surface of the desk.
C. It becomes motionless and dies on its back.
D. It grows significantly larger in size.
E. It begins to fly around the classroom.

Correct Answer: C

Rationale: Following the green flash of light from the man's wand, the creature is shown lying still on its back, having ceased all movement.","After the man in the classroom points his wand at the large insect-like creature and a green light flashes, what happens to the creature?",It transforms into a different type of insect.,It vanishes from the surface of the desk.,It becomes motionless and dies on its back.,It grows significantly larger in size.,It begins to fly around the classroom.,C,"Following the green flash of light from the man's wand, the creature is shown lying still on its back, having ceased all movement."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0128.mp4,"Question:
Following the wide aerial shot of the large hedge maze, what actions are the two characters shown performing while inside it?

A. One character is seen searching the ground for an object while the other is hiding.
B. One character is shown looking around cautiously while the other is shown running through a corridor.
C. Both characters are shown standing together and discussing which way to go.
D. Both characters are shown running in opposite directions away from each other.
E. One character is shown climbing a hedge while the other is shown casting a spell.

Correct Answer: B

Rationale:
After the establishing shot of the maze, the first character (wearing glasses) is shown looking around the dark environment, and then the second character is shown running down a long path between the high hedge walls.","Following the wide aerial shot of the large hedge maze, what actions are the two characters shown performing while inside it?",One character is seen searching the ground for an object while the other is hiding.,One character is shown looking around cautiously while the other is shown running through a corridor.,Both characters are shown standing together and discussing which way to go.,Both characters are shown running in opposite directions away from each other.,One character is shown climbing a hedge while the other is shown casting a spell.,B,"After the establishing shot of the maze, the first character (wearing glasses) is shown looking around the dark environment, and then the second character is shown running down a long path between the high hedge walls."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0144.mp4,"Question:
After the pale man in the black robe examines his hands and body, what physical interaction occurs between him and the shorter man?

A. The shorter man uses a wand to cast a spell on the pale man.
B. The shorter man holds out a wand, which the pale man then takes from his hand.
C. The pale man takes a wand from his own pocket and hands it to the shorter man.
D. The shorter man drops a wand on the ground, and the pale man picks it up.
E. Both men draw their wands at the same time and point them at one another.

Correct Answer: B

Rationale:
At the 0:17 mark, the shorter man is shown holding up a bone-like wand toward the pale man. The pale man then reaches out and takes the wand from the shorter man's hand.","After the pale man in the black robe examines his hands and body, what physical interaction occurs between him and the shorter man?",The shorter man uses a wand to cast a spell on the pale man.,"The shorter man holds out a wand, which the pale man then takes from his hand.",The pale man takes a wand from his own pocket and hands it to the shorter man.,"The shorter man drops a wand on the ground, and the pale man picks it up.",Both men draw their wands at the same time and point them at one another.,B,"At the 0:17 mark, the shorter man is shown holding up a bone-like wand toward the pale man. The pale man then reaches out and takes the wand from the shorter man's hand."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0109.mp4,"Question:
After swimming toward four individuals floating underwater, what action does the boy in the red and black shirt perform?

A. He uses a wand to cast a light that wakes them up.
B. He communicates with them using hand signals.
C. He begins untying the rope binding the ankles of one of the individuals.
D. He leads a group of merpeople to the surface.
E. He searches the surrounding ruins for a hidden key.

Correct Answer: C

Rationale:
The video shows the boy swimming down to the feet of one of the floating figures and using his hands to pull at the rope tied around their ankles.","After swimming toward four individuals floating underwater, what action does the boy in the red and black shirt perform?",He uses a wand to cast a light that wakes them up.,He communicates with them using hand signals.,He begins untying the rope binding the ankles of one of the individuals.,He leads a group of merpeople to the surface.,He searches the surrounding ruins for a hidden key.,C,The video shows the boy swimming down to the feet of one of the floating figures and using his hands to pull at the rope tied around their ankles.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0048.mp4,"Question:
After the man with the long white beard uses his wand to move a glowing substance into a stone basin, what visual event follows within the basin?

A. The liquid turns into a solid mirror reflecting the room's ceiling.
B. Several gold coins appear at the bottom of the basin and begin to spin.
C. A piece of parchment with the name ""Harry Potter"" written on it emerges from the swirling liquid.
D. The glowing substance transforms into a small bird that flies away.
E. The basin begins to emit a bright red light that fills the entire room.

Correct Answer: C

Rationale:
At the 00:16 mark of the clip, a piece of parchment rises out of the swirling liquid in the basin, and the name ""Harry Potter"" is clearly visible on it.","After the man with the long white beard uses his wand to move a glowing substance into a stone basin, what visual event follows within the basin?",The liquid turns into a solid mirror reflecting the room's ceiling.,Several gold coins appear at the bottom of the basin and begin to spin.,"A piece of parchment with the name ""Harry Potter"" written on it emerges from the swirling liquid.",The glowing substance transforms into a small bird that flies away.,The basin begins to emit a bright red light that fills the entire room.,C,"At the 00:16 mark of the clip, a piece of parchment rises out of the swirling liquid in the basin, and the name ""Harry Potter"" is clearly visible on it."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0011.mp4,"Question:
Which of the following best describes the progression of events and locations shown throughout the clip?

A. An aerial view of a massive hillside campsite, an encounter between characters on a stadium staircase, and a large crowd cheering inside an arena.
B. A wide shot of a coastal village at dawn, a group of people entering a cave, and a quiet religious ceremony.
C. A view of a military encampment, a brief conversation in a bunker, and a group of soldiers preparing for a battle.
D. An aerial shot of a festival in a forest, a walk through a dark tunnel, and a musical performance on a stage.
E. A scene of a refugee camp in the desert, a conflict in a stairwell, and a protest in a city square.

Correct Answer: A

Rationale: The video begins with wide aerial shots of a vast tent city on a hill, moves to a scene where the main characters are stopped on a staircase inside a stadium by a man with long blonde hair, and finishes with shots of a massive, celebrating crowd in the stadium's interior.",Which of the following best describes the progression of events and locations shown throughout the clip?,"An aerial view of a massive hillside campsite, an encounter between characters on a stadium staircase, and a large crowd cheering inside an arena.","A wide shot of a coastal village at dawn, a group of people entering a cave, and a quiet religious ceremony.","A view of a military encampment, a brief conversation in a bunker, and a group of soldiers preparing for a battle.","An aerial shot of a festival in a forest, a walk through a dark tunnel, and a musical performance on a stage.","A scene of a refugee camp in the desert, a conflict in a stairwell, and a protest in a city square.",A,"The video begins with wide aerial shots of a vast tent city on a hill, moves to a scene where the main characters are stopped on a staircase inside a stadium by a man with long blonde hair, and finishes with shots of a massive, celebrating crowd in the stadium's interior."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0087.mp4,"Question:
Near the end of the clip, what action does the girl in the pink dress take after peeking from behind a wall?

A. She turns around and runs back into the dark corridor.
B. She steps out into view and begins to walk toward the grand staircase.
C. She stops at the top of the stairs and waves to the crowd below.
D. She walks up the stairs to join a group of people waiting at the top.
E. She hides behind a different wall to avoid being seen by the people below.

Correct Answer: B

Rationale:
At the end of the clip, the girl in the pink dress is shown peeking from behind a wall before stepping out and beginning to walk toward the staircase as Harry and others watch.","Near the end of the clip, what action does the girl in the pink dress take after peeking from behind a wall?",She turns around and runs back into the dark corridor.,She steps out into view and begins to walk toward the grand staircase.,She stops at the top of the stairs and waves to the crowd below.,She walks up the stairs to join a group of people waiting at the top.,She hides behind a different wall to avoid being seen by the people below.,B,"At the end of the clip, the girl in the pink dress is shown peeking from behind a wall before stepping out and beginning to walk toward the staircase as Harry and others watch."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0157.mp4,"Question:
After the ornate metal chest undergoes a series of mechanical transformations to open its multiple layers, what is revealed inside?

A. A pile of gold coins and jewelry
B. A collection of glass vials and potions
C. A deep pit with a person at the bottom
D. A set of magical books and scrolls
E. A hidden doorway leading to another room

Correct Answer: C

Rationale: The video shows the chest's lid and internal layers opening one by one to reveal a deep shaft, at the bottom of which a man is seen lying down.","After the ornate metal chest undergoes a series of mechanical transformations to open its multiple layers, what is revealed inside?",A pile of gold coins and jewelry,A collection of glass vials and potions,A deep pit with a person at the bottom,A set of magical books and scrolls,A hidden doorway leading to another room,C,"The video shows the chest's lid and internal layers opening one by one to reveal a deep shaft, at the bottom of which a man is seen lying down."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0038.mp4,"Question:
After two identical-looking boys toss pieces of paper into the blue-flamed goblet, what is the immediate outcome for them?

A. They are pulled into the goblet and disappear while the crowd cheers.
B. They successfully walk out of the glowing circle and receive medals from the surrounding students.
C. They are blasted away by the flames and transformed into old men with long white hair and beards.
D. They remain inside the circle and begin a choreographed dance for the audience.
E. They turn into stone statues and are moved to the side of the hall by a teacher.

Correct Answer: C

Rationale:
The video shows the blue flames reacting when the papers are thrown in, blasting the boys out of the glowing circle. Immediately after, they are shown on the floor with long white hair and beards, looking significantly older.","After two identical-looking boys toss pieces of paper into the blue-flamed goblet, what is the immediate outcome for them?",They are pulled into the goblet and disappear while the crowd cheers.,They successfully walk out of the glowing circle and receive medals from the surrounding students.,They are blasted away by the flames and transformed into old men with long white hair and beards.,They remain inside the circle and begin a choreographed dance for the audience.,They turn into stone statues and are moved to the side of the hall by a teacher.,C,"The video shows the blue flames reacting when the papers are thrown in, blasting the boys out of the glowing circle. Immediately after, they are shown on the floor with long white hair and beards, looking significantly older."
