file,raw_response,question,option_A,option_B,option_C,option_D,option_E,correct_answer,rationale
1051_Harry_Potter_and_the_goblet_of_fire/segment_0017.mp4,"Question:
After a man with a mechanical eye takes Harry into a room and locks the door, what sequence of events reveals the man's true identity?

A. He removes his mechanical eye and wooden leg to show Harry his real limbs, explaining that he was wearing a disguise.
B. He drinks a potion that makes him faint, and when he wakes up, he has changed into a completely different person.
C. He shows Harry a wound on his arm, begins to physically transform, and is eventually revealed to be an imposter after the real man is found at the bottom of a multi-layered chest.
D. Dumbledore enters the room and uses a wand spell to force the man to instantly transform back into his original form.
E. The man opens a large chest to show Harry a collection of magical items, one of which accidentally breaks and reveals his true face.

Correct Answer: C

Rationale:
In the clip, the man takes Harry to a room, drinks from a flask, and shows a bloody wound on his arm. He then begins to grunt and physically change as Dumbledore and other wizards burst in. They eventually open a large, magical chest that telescopes downward to reveal the real man trapped at the bottom, while the imposter fully transforms into a different person.","After a man with a mechanical eye takes Harry into a room and locks the door, what sequence of events reveals the man's true identity?","He removes his mechanical eye and wooden leg to show Harry his real limbs, explaining that he was wearing a disguise.","He drinks a potion that makes him faint, and when he wakes up, he has changed into a completely different person.","He shows Harry a wound on his arm, begins to physically transform, and is eventually revealed to be an imposter after the real man is found at the bottom of a multi-layered chest.",Dumbledore enters the room and uses a wand spell to force the man to instantly transform back into his original form.,"The man opens a large chest to show Harry a collection of magical items, one of which accidentally breaks and reveals his true face.",C,"In the clip, the man takes Harry to a room, drinks from a flask, and shows a bloody wound on his arm. He then begins to grunt and physically change as Dumbledore and other wizards burst in. They eventually open a large, magical chest that telescopes downward to reveal the real man trapped at the bottom, while the imposter fully transforms into a different person."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0005.mp4,"Question:
After Harry's name is selected for the tournament, the clip shows several different scenes; which of these events occurs in the final scene of the progression?

A. Dumbledore aggressively questions Harry while grabbing his shoulders.
B. A journalist interviews Harry in a closet with a self-writing quill.
C. A human face forms among the glowing coals in the fireplace.
D. Harry and Ron have a tense argument in their dormitory.
E. An owl delivers a letter to Harry in the owlery and bites his finger.

Correct Answer: C

Rationale:
The clip depicts a sequence of events following the selection of the champions, beginning with Dumbledore’s confrontation and moving through an argument with Ron, an interview, and a visit to the owlery. It concludes in the common room (starting around 03:25), where a man's face (Sirius) appears within the burning embers of the fireplace to communicate with Harry.","After Harry's name is selected for the tournament, the clip shows several different scenes; which of these events occurs in the final scene of the progression?",Dumbledore aggressively questions Harry while grabbing his shoulders.,A journalist interviews Harry in a closet with a self-writing quill.,A human face forms among the glowing coals in the fireplace.,Harry and Ron have a tense argument in their dormitory.,An owl delivers a letter to Harry in the owlery and bites his finger.,C,"The clip depicts a sequence of events following the selection of the champions, beginning with Dumbledore’s confrontation and moving through an argument with Ron, an interview, and a visit to the owlery. It concludes in the common room (starting around 03:25), where a man's face (Sirius) appears within the burning embers of the fireplace to communicate with Harry."
3015_CHARLIE_ST_CLOUD/segment_0004.mp4,"Question:
After the woman leaves the man's house at night, what actions does he take to find her, and where do they eventually reunite?

A. He follows her to the beach and finds her standing by the water under the moonlight.
B. He searches the forest with a flashlight and discovers her hiding inside an old cabin.
C. He waits for her to return to his porch and they meet when she knocks on the door again.
D. He goes outside with a candle in a jar and searches a dark, wooded area with stone monuments until she appears behind him.
E. He drives a small vehicle into the woods and finds her waiting for him near a large tree.

Correct Answer: D

Rationale:
In the final minutes of the clip, after hearing a knock and finding no one at the door, the man carries a jar containing a lit candle into a dark, wooded area featuring various stone pillars and monuments. He calls out the woman's name, and she eventually appears behind him, where they embrace and kiss.","After the woman leaves the man's house at night, what actions does he take to find her, and where do they eventually reunite?",He follows her to the beach and finds her standing by the water under the moonlight.,He searches the forest with a flashlight and discovers her hiding inside an old cabin.,He waits for her to return to his porch and they meet when she knocks on the door again.,"He goes outside with a candle in a jar and searches a dark, wooded area with stone monuments until she appears behind him.",He drives a small vehicle into the woods and finds her waiting for him near a large tree.,D,"In the final minutes of the clip, after hearing a knock and finding no one at the door, the man carries a jar containing a lit candle into a dark, wooded area featuring various stone pillars and monuments. He calls out the woman's name, and she eventually appears behind him, where they embrace and kiss."
3015_CHARLIE_ST_CLOUD/segment_0009.mp4,"Question:
While moving through the forest, which two people does the man in the red shirt encounter at different points in the clip?

A. Two young boys wearing matching jackets
B. An elderly man and a young boy
C. A young boy and a woman
D. A park ranger and a hiker
E. Two different women

Correct Answer: C

Rationale:
Early in the clip, the man in the red shirt is seen standing and talking near a young boy in a red jacket, and towards the end of the clip, he is shown meeting a young woman in a sunlit part of the forest.","While moving through the forest, which two people does the man in the red shirt encounter at different points in the clip?",Two young boys wearing matching jackets,An elderly man and a young boy,A young boy and a woman,A park ranger and a hiker,Two different women,C,"Early in the clip, the man in the red shirt is seen standing and talking near a young boy in a red jacket, and towards the end of the clip, he is shown meeting a young woman in a sunlit part of the forest."
3015_CHARLIE_ST_CLOUD/segment_0006.mp4,"Question:
After seeing a woman at a cemetery, what does the man do before finding a young boy in the woods and telling him that the woman is dead?

A. He returns to the diner to speak with the police officers about a missing boat.
B. He goes back to the harbor to further inspect the damaged red boat.
C. He returns home to frantically search through maps, papers, and a drawer.
D. He visits the woman's house and finds it abandoned and empty.
E. He calls the woman's family to inform them of her location at the cemetery.

Correct Answer: C

Rationale:
Visible evidence shows the man returning home after the cemetery scene, where he throws papers and maps around and searches through a drawer before heading to the woods to speak with the boy.","After seeing a woman at a cemetery, what does the man do before finding a young boy in the woods and telling him that the woman is dead?",He returns to the diner to speak with the police officers about a missing boat.,He goes back to the harbor to further inspect the damaged red boat.,"He returns home to frantically search through maps, papers, and a drawer.",He visits the woman's house and finds it abandoned and empty.,He calls the woman's family to inform them of her location at the cemetery.,C,"Visible evidence shows the man returning home after the cemetery scene, where he throws papers and maps around and searches through a drawer before heading to the woods to speak with the boy."
3015_CHARLIE_ST_CLOUD/segment_0003.mp4,"Question:
Following her initial interaction with the man at the dock, what sequence of actions does the woman take as shown in the clip?

A. She sails her boat alone through choppy water and later visits a grave in a cemetery.
B. She participates in a baseball game in the woods before meeting the man at a pier.
C. She navigates her boat to a lighthouse and then walks to a nearby forest.
D. She helps the man scare geese away from headstones in a cemetery.
E. She repairs a damaged sail on her boat and then visits a church.

Correct Answer: A

Rationale:
After talking to the man at the dock at night, the woman is shown during the day sailing her boat, the ""Querencia,"" through strong winds and turbulent water. In the final scene of the clip, she is seen kneeling next to a headstone in a cemetery when the man encounters her again.","Following her initial interaction with the man at the dock, what sequence of actions does the woman take as shown in the clip?",She sails her boat alone through choppy water and later visits a grave in a cemetery.,She participates in a baseball game in the woods before meeting the man at a pier.,She navigates her boat to a lighthouse and then walks to a nearby forest.,She helps the man scare geese away from headstones in a cemetery.,She repairs a damaged sail on her boat and then visits a church.,A,"After talking to the man at the dock at night, the woman is shown during the day sailing her boat, the ""Querencia,"" through strong winds and turbulent water. In the final scene of the clip, she is seen kneeling next to a headstone in a cemetery when the man encounters her again."
3015_CHARLIE_ST_CLOUD/segment_0002.mp4,"Question:
After observing a woman on a professional sailboat in the harbor and later studying a magazine featuring her and the vessel, what activity does the young man engage in?

A. He attempts to join her crew by meeting her at the local diner.
B. He begins creating technical sketches and diagrams of boat designs.
C. He builds a remote-controlled scale model of the sailboat.
D. He takes several photographs of the boat to use as a reference.
E. He goes to the harbor at night to board the boat without permission.

Correct Answer: B

Rationale:
The clip shows the young man watching the woman on the sailboat in the harbor, then later looking at a ""Pacific Yachting"" magazine featuring her and the boat. This is followed by multiple scenes of him in a workshop and outdoors drawing detailed technical sketches and diagrams of boat components.","After observing a woman on a professional sailboat in the harbor and later studying a magazine featuring her and the vessel, what activity does the young man engage in?",He attempts to join her crew by meeting her at the local diner.,He begins creating technical sketches and diagrams of boat designs.,He builds a remote-controlled scale model of the sailboat.,He takes several photographs of the boat to use as a reference.,He goes to the harbor at night to board the boat without permission.,B,"The clip shows the young man watching the woman on the sailboat in the harbor, then later looking at a ""Pacific Yachting"" magazine featuring her and the boat. This is followed by multiple scenes of him in a workshop and outdoors drawing detailed technical sketches and diagrams of boat components."
3015_CHARLIE_ST_CLOUD/segment_0008.mp4,"Question:
Based on the visual progression in the clip, what sequence of major events occurs between the man and the woman?

A. The woman rescues the man from a sinking ship, and they are both treated for injuries in a hospital.
B. The man finds the woman in a forest, and they work together to repair a damaged boat on a lake.
C. The man rescues the woman from a submerged interior, and they later meet at a dock where a sailboat is moored.
D. The man and woman escape a cave together and are immediately taken to a hospital in a helicopter.
E. The man saves the woman from a house fire, and they reunite later to go sailing on a large yacht.

Correct Answer: C

Rationale:
In the first part of the clip, the man is shown pulling an unconscious woman out of a flooded, dark structure and cutting her free from cables underwater. After a scene showing the man recovering in a hospital, he is shown on a sailboat at a dock where he reunites and shakes hands with the woman he rescued.","Based on the visual progression in the clip, what sequence of major events occurs between the man and the woman?","The woman rescues the man from a sinking ship, and they are both treated for injuries in a hospital.","The man finds the woman in a forest, and they work together to repair a damaged boat on a lake.","The man rescues the woman from a submerged interior, and they later meet at a dock where a sailboat is moored.",The man and woman escape a cave together and are immediately taken to a hospital in a helicopter.,"The man saves the woman from a house fire, and they reunite later to go sailing on a large yacht.",C,"In the first part of the clip, the man is shown pulling an unconscious woman out of a flooded, dark structure and cutting her free from cables underwater. After a scene showing the man recovering in a hospital, he is shown on a sailboat at a dock where he reunites and shakes hands with the woman he rescued."
3015_CHARLIE_ST_CLOUD/segment_0005.mp4,"Question:
In the forest encounter, what happens after the man closes his eyes for a few seconds while speaking with the woman?

A. He hears a telephone ringing and wakes up on a couch.
B. He turns around to find a boy in a red jacket walking away.
C. The woman vanishes, leaving him standing alone in the woods.
D. The scene changes to him finding a note on a wooden wall.
E. They are interrupted by a loud sound coming from a sailboat.

Correct Answer: C

Rationale:
In the woods, after a close-up of the man closing his eyes (at approximately 03:06), a subsequent wide shot (at 03:14) reveals he is now by himself in the forest, as the woman he was just talking to has disappeared.","In the forest encounter, what happens after the man closes his eyes for a few seconds while speaking with the woman?",He hears a telephone ringing and wakes up on a couch.,He turns around to find a boy in a red jacket walking away.,"The woman vanishes, leaving him standing alone in the woods.",The scene changes to him finding a note on a wooden wall.,They are interrupted by a loud sound coming from a sailboat.,C,"In the woods, after a close-up of the man closing his eyes (at approximately 03:06), a subsequent wide shot (at 03:14) reveals he is now by himself in the forest, as the woman he was just talking to has disappeared."
3034_IDES_OF_MARCH/segment_0004.mp4,"Question:
After the man picks up the young woman in his car near a campaign bus, what sequence of events follows?

A. They drive to a courthouse where she signs legal documents while he waits in the car.
B. They travel across a bridge to a women's clinic, where she fills out paperwork and he pays for the visit at the front desk.
C. They go to a local hotel where they meet with a group of journalists to give a joint statement.
D. They drive to a train station and wait on the platform until her departure time arrives.
E. They visit a campaign headquarters where she is introduced to a large group of supporters.

Correct Answer: B

Rationale:
The clip shows the pair driving across a large blue bridge (01:29) and arriving at the ""Oakley Women's Clinic of Cincinnati"" (01:55). Inside, the woman is seen signing forms at the reception desk before the man hands an envelope and documents to the staff member to pay for the appointment (01:57-02:07).","After the man picks up the young woman in his car near a campaign bus, what sequence of events follows?",They drive to a courthouse where she signs legal documents while he waits in the car.,"They travel across a bridge to a women's clinic, where she fills out paperwork and he pays for the visit at the front desk.",They go to a local hotel where they meet with a group of journalists to give a joint statement.,They drive to a train station and wait on the platform until her departure time arrives.,They visit a campaign headquarters where she is introduced to a large group of supporters.,B,"The clip shows the pair driving across a large blue bridge (01:29) and arriving at the ""Oakley Women's Clinic of Cincinnati"" (01:55). Inside, the woman is seen signing forms at the reception desk before the man hands an envelope and documents to the staff member to pay for the appointment (01:57-02:07)."
3034_IDES_OF_MARCH/segment_0000.mp4,"Question:
During the televised political debate shown in the clip, what action do the two competing candidates perform together on the stage?

A. They stand behind their respective podiums and refuse to look at one another.
B. They sit at a table together to sign a piece of legislation.
C. They walk to the center of the stage and shake hands in front of the audience.
D. They wave to the crowd from opposite sides of the stage without meeting.
E. They point toward a screen displaying election results for the state of Ohio.

Correct Answer: C

Rationale:
At 0:41 in the video, the two candidates are clearly shown walking to the center of the stage in front of a large ""Ohio Democratic Primary Debate"" sign and shaking hands as the audience applauds.","During the televised political debate shown in the clip, what action do the two competing candidates perform together on the stage?",They stand behind their respective podiums and refuse to look at one another.,They sit at a table together to sign a piece of legislation.,They walk to the center of the stage and shake hands in front of the audience.,They wave to the crowd from opposite sides of the stage without meeting.,They point toward a screen displaying election results for the state of Ohio.,C,"At 0:41 in the video, the two candidates are clearly shown walking to the center of the stage in front of a large ""Ohio Democratic Primary Debate"" sign and shaking hands as the audience applauds."
3034_IDES_OF_MARCH/segment_0009.mp4,"Question:
As a news broadcast identifies him as a senior campaign advisor, what does the man in the suit do at the end of the clip?

A. He turns away to talk to a nearby staff member.
B. He slowly looks up and stares directly into the camera.
C. He adjusts his microphone and begins a speech.
D. He shakes hands with a man standing behind him.
E. He laughs and looks down at a teleprompter.

Correct Answer: B

Rationale:
At the conclusion of the slow zoom on his face, the man shifts his gaze from looking slightly downward to looking directly into the lens of the camera.","As a news broadcast identifies him as a senior campaign advisor, what does the man in the suit do at the end of the clip?",He turns away to talk to a nearby staff member.,He slowly looks up and stares directly into the camera.,He adjusts his microphone and begins a speech.,He shakes hands with a man standing behind him.,He laughs and looks down at a teleprompter.,B,"At the conclusion of the slow zoom on his face, the man shifts his gaze from looking slightly downward to looking directly into the lens of the camera."
3034_IDES_OF_MARCH/segment_0006.mp4,"Question:
After taking a mobile phone from a hotel room bed earlier in the clip, what happens involving that same phone while the governor is speaking at a press conference?

A. Stephen uses the phone to take a photograph of the governor.
B. The phone receives an incoming call from a contact named ""Molly.""
C. Stephen hides the phone in his pocket when a police officer looks at him.
D. The phone displays a news alert about the governor's poll numbers.
E. Stephen hands the phone to the campaign manager standing next to him.

Correct Answer: B

Rationale:
Early in the clip, Stephen is seen picking up a phone from a bed; later, during the press conference, a close-up shows that phone ringing with the display reading ""Molly calling.""","After taking a mobile phone from a hotel room bed earlier in the clip, what happens involving that same phone while the governor is speaking at a press conference?",Stephen uses the phone to take a photograph of the governor.,"The phone receives an incoming call from a contact named ""Molly.""",Stephen hides the phone in his pocket when a police officer looks at him.,The phone displays a news alert about the governor's poll numbers.,Stephen hands the phone to the campaign manager standing next to him.,B,"Early in the clip, Stephen is seen picking up a phone from a bed; later, during the press conference, a close-up shows that phone ringing with the display reading ""Molly calling."""
3034_IDES_OF_MARCH/segment_0008.mp4,"Question:
After walking through a dark hallway, what does the man in the suit do at the end of the clip?

A. He joins a political candidate on stage to wave at a large crowd.
B. He sits in a chair on a basketball court and is fitted with an earpiece for a broadcast.
C. He exits the building and walks toward a parked car in a parking lot.
D. He enters a control room and begins typing on a laptop with other staffers.
E. He meets with a group of reporters in a hallway to give a public statement.

Correct Answer: B

Rationale:
At the end of the clip, the man is seen walking onto a lit area of a basketball court, sitting in a chair, and having a technician fit a coiled earpiece into his ear while he performs a microphone check.","After walking through a dark hallway, what does the man in the suit do at the end of the clip?",He joins a political candidate on stage to wave at a large crowd.,He sits in a chair on a basketball court and is fitted with an earpiece for a broadcast.,He exits the building and walks toward a parked car in a parking lot.,He enters a control room and begins typing on a laptop with other staffers.,He meets with a group of reporters in a hallway to give a public statement.,B,"At the end of the clip, the man is seen walking onto a lit area of a basketball court, sitting in a chair, and having a technician fit a coiled earpiece into his ear while he performs a microphone check."
3034_IDES_OF_MARCH/segment_0001.mp4,"Question:
What sequence of major settings and activities is depicted for the main character throughout the clip?

A. He attends a political rally at a stadium, travels on a campaign bus, and then meets a woman at a crowded restaurant.
B. He works in a campaign office, conducts separate meetings in two different bars, spends time in a hotel room with a woman, and boards a private jet.
C. He manages a busy newsroom, meets a source in a public park, and eventually takes a taxi to a meeting at an airport.
D. He coordinates activities at a campaign headquarters, takes a public bus to various meetings, and later boards a commercial airliner.
E. He works at a desk in a large office, meets a woman at a library, and ends his day traveling with her on a private plane.

Correct Answer: B.

Rationale:
The clip follows the main character from his work in a campaign office (filled with ""Morris"" posters) to two different bar settings for separate meetings. He is later shown in a hotel room with the woman from the second bar meeting, and the clip concludes with him boarding and traveling on a private jet with a political team.",What sequence of major settings and activities is depicted for the main character throughout the clip?,"He attends a political rally at a stadium, travels on a campaign bus, and then meets a woman at a crowded restaurant.","He works in a campaign office, conducts separate meetings in two different bars, spends time in a hotel room with a woman, and boards a private jet.","He manages a busy newsroom, meets a source in a public park, and eventually takes a taxi to a meeting at an airport.","He coordinates activities at a campaign headquarters, takes a public bus to various meetings, and later boards a commercial airliner.","He works at a desk in a large office, meets a woman at a library, and ends his day traveling with her on a private plane.",B,"The clip follows the main character from his work in a campaign office (filled with ""Morris"" posters) to two different bar settings for separate meetings. He is later shown in a hotel room with the woman from the second bar meeting, and the clip concludes with him boarding and traveling on a private jet with a political team."
3034_IDES_OF_MARCH/segment_0007.mp4,"Question:
While Stephen is shaving, what major development is revealed during the television news segment he is watching?

A. Governor Morris has decided to drop out of the primary race.
B. Paul Zara is being interviewed as the former campaign manager for Governor Morris.
C. Stephen has been named the new head of the Governor's campaign.
D. A local news station is reporting on the details of a young woman's death.
E. The Governor's poll numbers have significantly improved following a scandal.

Correct Answer: B

Rationale:
At 03:11, the television screen clearly displays a news segment featuring Paul Zara with a caption identifying him as ""FMR. MORRIS CAMPAIGN MANAGER."" During the interview, he explains the decision to put a ""new face"" on the campaign.","While Stephen is shaving, what major development is revealed during the television news segment he is watching?",Governor Morris has decided to drop out of the primary race.,Paul Zara is being interviewed as the former campaign manager for Governor Morris.,Stephen has been named the new head of the Governor's campaign.,A local news station is reporting on the details of a young woman's death.,The Governor's poll numbers have significantly improved following a scandal.,B,"At 03:11, the television screen clearly displays a news segment featuring Paul Zara with a caption identifying him as ""FMR. MORRIS CAMPAIGN MANAGER."" During the interview, he explains the decision to put a ""new face"" on the campaign."
3034_IDES_OF_MARCH/segment_0005.mp4,"Question:
What does the man in the suit discover after entering the hotel room toward the end of the clip?

A. The woman is sitting on the edge of the bed and reading a note.
B. The woman is lying motionless on the floor next to the bed.
C. The room has been ransacked and the woman is missing.
D. The woman is talking on the phone while packing her suitcase.
E. A group of campaign workers are waiting for him inside.

Correct Answer: B

Rationale:
At approximately 03:48, the man enters the hotel room and the camera reveals the woman lying on the carpeted floor next to the bed, appearing unresponsive.",What does the man in the suit discover after entering the hotel room toward the end of the clip?,The woman is sitting on the edge of the bed and reading a note.,The woman is lying motionless on the floor next to the bed.,The room has been ransacked and the woman is missing.,The woman is talking on the phone while packing her suitcase.,A group of campaign workers are waiting for him inside.,B,"At approximately 03:48, the man enters the hotel room and the camera reveals the woman lying on the carpeted floor next to the bed, appearing unresponsive."
3032_HOW_DO_YOU_KNOW/segment_0000.mp4,"Question:
What discovery does the woman in the red dress make in the man's apartment that leads to her abrupt departure?

A. She finds several different engagement rings and jewelry boxes hidden in his bathroom.
B. She sees a drawer filled with numerous toothbrushes and a closet stacked with sweatshirts in various sizes.
C. She notices several framed photographs of other women displayed prominently in his bedroom.
D. She discovers a laptop displaying her professional softball statistics and training schedule.
E. She finds a collection of trophies and awards belonging to a different professional baseball player.

Correct Answer: B

Rationale:
In the apartment sequence, the woman opens a bathroom drawer at 3:04 that contains dozens of individually tubed toothbrushes. Shortly after, at 3:12, the man opens a closet to show her stacks of identical pink sweatshirts clearly labeled with different sizes (XS, S, M, L). Upon seeing these items, she immediately decides to leave.",What discovery does the woman in the red dress make in the man's apartment that leads to her abrupt departure?,She finds several different engagement rings and jewelry boxes hidden in his bathroom.,She sees a drawer filled with numerous toothbrushes and a closet stacked with sweatshirts in various sizes.,She notices several framed photographs of other women displayed prominently in his bedroom.,She discovers a laptop displaying her professional softball statistics and training schedule.,She finds a collection of trophies and awards belonging to a different professional baseball player.,B,"In the apartment sequence, the woman opens a bathroom drawer at 3:04 that contains dozens of individually tubed toothbrushes. Shortly after, at 3:12, the man opens a closet to show her stacks of identical pink sweatshirts clearly labeled with different sizes (XS, S, M, L). Upon seeing these items, she immediately decides to leave."
3032_HOW_DO_YOU_KNOW/segment_0010.mp4,"Question:
At the dinner table, what does George give Lisa as a gift after she unwraps the item from a brown paper bag?

A. A diamond-encrusted watch
B. A yellow container of Play-Doh
C. A small silver-framed photograph
D. A crystal perfume bottle
E. A bouquet of yellow roses

Correct Answer: B

Rationale:
George is seen handing Lisa a brown paper bag at the outdoor table. Lisa removes an item wrapped in polka-dot paper from the bag, and once unwrapped, the object is clearly shown to be a yellow container of Play-Doh.","At the dinner table, what does George give Lisa as a gift after she unwraps the item from a brown paper bag?",A diamond-encrusted watch,A yellow container of Play-Doh,A small silver-framed photograph,A crystal perfume bottle,A bouquet of yellow roses,B,"George is seen handing Lisa a brown paper bag at the outdoor table. Lisa removes an item wrapped in polka-dot paper from the bag, and once unwrapped, the object is clearly shown to be a yellow container of Play-Doh."
3032_HOW_DO_YOU_KNOW/segment_0006.mp4,"Question:
After being shown crossing a busy street with a paper bag, what does George do when he returns to the apartment?

A. He helps Lisa pack the various cardboard boxes scattered around the room.
B. He prepares a set of cocktails and serves them to Lisa on the couch.
C. He throws away the pre-labeled food containers found in the refrigerator.
D. He takes a series of photographs of himself using a mobile phone.
E. He answers a phone call on the landline and hands the receiver to Lisa.

Correct Answer: B

Rationale:
After George is seen crossing the street with a bag at 01:25, the clip shows him back in the apartment kitchen mixing whiskey and other ingredients (02:11). He then carries the completed cocktails to the living room and gives one to Lisa (02:53).","After being shown crossing a busy street with a paper bag, what does George do when he returns to the apartment?",He helps Lisa pack the various cardboard boxes scattered around the room.,He prepares a set of cocktails and serves them to Lisa on the couch.,He throws away the pre-labeled food containers found in the refrigerator.,He takes a series of photographs of himself using a mobile phone.,He answers a phone call on the landline and hands the receiver to Lisa.,B,"After George is seen crossing the street with a bag at 01:25, the clip shows him back in the apartment kitchen mixing whiskey and other ingredients (02:11). He then carries the completed cocktails to the living room and gives one to Lisa (02:53)."
3032_HOW_DO_YOU_KNOW/segment_0012.mp4,"Question:
What change occurs at the bus stop after the large ""metrobus"" pulls away from the curb?

A. The couple is seen through the bus windows as it drives off.
B. The man and woman are still sitting on the bench, talking.
C. The man and woman are no longer on the bench where they were previously sitting.
D. A different group of people is now sitting on the bench.
E. The woman is standing on the sidewalk alone while the man is gone.

Correct Answer: C

Rationale:
At 0:45, a man and woman are sitting together on a bus stop bench; after a bus pulls in front of them and then drives away at 0:56, the bench is shown to be empty.","What change occurs at the bus stop after the large ""metrobus"" pulls away from the curb?",The couple is seen through the bus windows as it drives off.,"The man and woman are still sitting on the bench, talking.",The man and woman are no longer on the bench where they were previously sitting.,A different group of people is now sitting on the bench.,The woman is standing on the sidewalk alone while the man is gone.,C,"At 0:45, a man and woman are sitting together on a bus stop bench; after a bus pulls in front of them and then drives away at 0:56, the bench is shown to be empty."
3032_HOW_DO_YOU_KNOW/segment_0002.mp4,"Question:
After the blonde woman is shown crying in a bathroom and the man is seen running away from someone on a city street, what is their next major interaction?

A. They meet at a restaurant table where the woman introduces herself to the man.
B. They run into each other at a bus stop and start a conversation.
C. The man approaches the woman at a softball field to apologize for his behavior.
D. They meet at a social gathering and realize they have mutual friends.
E. The woman calls the man to cancel their plans for the evening.

Correct Answer: A

Rationale:
The clip shows the woman walking to a restaurant and approaching a man who is sitting alone at a table. She asks, ""Are you George?"" and then says, ""I'm Lisa"" before sitting down with him.","After the blonde woman is shown crying in a bathroom and the man is seen running away from someone on a city street, what is their next major interaction?",They meet at a restaurant table where the woman introduces herself to the man.,They run into each other at a bus stop and start a conversation.,The man approaches the woman at a softball field to apologize for his behavior.,They meet at a social gathering and realize they have mutual friends.,The woman calls the man to cancel their plans for the evening.,A,"The clip shows the woman walking to a restaurant and approaching a man who is sitting alone at a table. She asks, ""Are you George?"" and then says, ""I'm Lisa"" before sitting down with him."
3032_HOW_DO_YOU_KNOW/segment_0008.mp4,"Question:
Following the phone call between the woman and the man in the plaid shirt, what sequence of actions is the man shown performing?

A. He finishes typing an email, packs a large travel bag, and leaves his apartment.
B. He hurriedly tidies his living room by picking up items and later opens his apartment door to greet the woman.
C. He watches the woman from his window as she enters the building and then goes downstairs to meet her.
D. He cleans his kitchen area, prepares a meal, and sits by the window to wait.
E. He makes another phone call to his father and then resumes working on his laptop.

Correct Answer: B

Rationale:
After the phone call ends at approximately 03:42, the man is shown moving quickly around his apartment, picking up scattered bags and books to tidy the space. Later, at 04:09, he is shown opening his apartment door to welcome the woman.","Following the phone call between the woman and the man in the plaid shirt, what sequence of actions is the man shown performing?","He finishes typing an email, packs a large travel bag, and leaves his apartment.",He hurriedly tidies his living room by picking up items and later opens his apartment door to greet the woman.,He watches the woman from his window as she enters the building and then goes downstairs to meet her.,"He cleans his kitchen area, prepares a meal, and sits by the window to wait.",He makes another phone call to his father and then resumes working on his laptop.,B,"After the phone call ends at approximately 03:42, the man is shown moving quickly around his apartment, picking up scattered bags and books to tidy the space. Later, at 04:09, he is shown opening his apartment door to welcome the woman."
3032_HOW_DO_YOU_KNOW/segment_0011.mp4,"Question:
After exiting the building and noticing the man waiting at the bus stop, what does the blonde woman do?

A. She walks past him to wait for a taxi further down the street.
B. She approaches him, and they embrace and kiss.
C. She tells him to leave and goes back inside the building.
D. She sits on the bench and waits for the bus without acknowledging him.
E. She hands him a gift bag and walks away.

Correct Answer: B

Rationale:
At the end of the clip, the blonde woman is seen leaving the building, walking over to the man at the bus stop, and the two share a long hug and kiss before sitting down together on the bench.","After exiting the building and noticing the man waiting at the bus stop, what does the blonde woman do?",She walks past him to wait for a taxi further down the street.,"She approaches him, and they embrace and kiss.",She tells him to leave and goes back inside the building.,She sits on the bench and waits for the bus without acknowledging him.,She hands him a gift bag and walks away.,B,"At the end of the clip, the blonde woman is seen leaving the building, walking over to the man at the bus stop, and the two share a long hug and kiss before sitting down together on the bench."
1027_Les_Miserables/segment_0004.mp4,"Question:
Which of the following best describes the progression of the civil unrest shown in the clip?

A. A peaceful protest at a city gate turns into a violent confrontation when a woman is arrested.
B. A funeral procession escalates into a revolution, involving the construction of a furniture barricade and an armed battle.
C. Soldiers dismantle a large wooden wall to allow a carriage to pass, leading to a celebratory parade.
D. A group of men starts a fight in a tavern that spills out into the street and results in a fire.
E. A woman delivers a message to a general, which results in a ceasefire between citizens and the military.

Correct Answer: B

Rationale:
The clip shows a funeral procession that serves as a catalyst for a riot (00:56-01:29), followed by citizens building a barricade across a street using furniture thrown from windows (02:06-02:30), and finally a large-scale armed battle between the revolutionaries and the military (03:33 onwards).",Which of the following best describes the progression of the civil unrest shown in the clip?,A peaceful protest at a city gate turns into a violent confrontation when a woman is arrested.,"A funeral procession escalates into a revolution, involving the construction of a furniture barricade and an armed battle.","Soldiers dismantle a large wooden wall to allow a carriage to pass, leading to a celebratory parade.",A group of men starts a fight in a tavern that spills out into the street and results in a fire.,"A woman delivers a message to a general, which results in a ceasefire between citizens and the military.",B,"The clip shows a funeral procession that serves as a catalyst for a riot (00:56-01:29), followed by citizens building a barricade across a street using furniture thrown from windows (02:06-02:30), and finally a large-scale armed battle between the revolutionaries and the military (03:33 onwards)."
