file,raw_response,question,option_A,option_B,option_C,option_D,option_E,correct_answer,rationale
3034_IDES_OF_MARCH/segment_0010.mp4,"Question:
Following her interaction with a nurse inside a facility, where is the blonde woman seen at the conclusion of the clip?

A. Walking through a crowded airport terminal
B. Standing outside the Oakley Women's Clinic of Cincinnati
C. Waiting on a train platform during the day
D. Entering a large government building
E. Sitting in the passenger seat of a moving car

Correct Answer: B

Rationale:
The woman is shown receiving two pill bottles from a nurse in a clinical setting and is later seen standing outside a building with a prominent sign that reads ""Oakley Women's Clinic of Cincinnati.""","Following her interaction with a nurse inside a facility, where is the blonde woman seen at the conclusion of the clip?",Walking through a crowded airport terminal,Standing outside the Oakley Women's Clinic of Cincinnati,Waiting on a train platform during the day,Entering a large government building,Sitting in the passenger seat of a moving car,B,"The woman is shown receiving two pill bottles from a nurse in a clinical setting and is later seen standing outside a building with a prominent sign that reads ""Oakley Women's Clinic of Cincinnati."""
3034_IDES_OF_MARCH/segment_0006.mp4,"Question:
After the man answers a phone call while in bed, what is the final action he is shown performing in the clip?

A. Typing on a laptop in a different room
B. Making another phone call from a parked car
C. Walking down a city street wearing a coat and tie
D. Sitting at a desk in an office
E. Entering a building through a revolving door

Correct Answer: C

Rationale:
At the end of the clip, the man is shown walking alone down a city sidewalk. He has transitioned from being in bed to wearing professional attire, including a dark coat, suit, and tie.","After the man answers a phone call while in bed, what is the final action he is shown performing in the clip?",Typing on a laptop in a different room,Making another phone call from a parked car,Walking down a city street wearing a coat and tie,Sitting at a desk in an office,Entering a building through a revolving door,C,"At the end of the clip, the man is shown walking alone down a city sidewalk. He has transitioned from being in bed to wearing professional attire, including a dark coat, suit, and tie."
3034_IDES_OF_MARCH/segment_0012.mp4,"Question:
After walking down a hallway and entering a room, what does the man in the suit find?

A. He finds a man packing a suitcase and getting ready to leave.
B. He finds two people arguing loudly about a phone.
C. He finds a woman lying motionless on the floor and a man sitting on the bed.
D. He finds an empty room with medicine bottles scattered on the floor.
E. He finds a woman sitting on the floor while a man talks on the phone.

Correct Answer: C

Rationale:
The clip shows the man entering a room where a woman is seen lying still on the carpet next to a bed, while another man is sitting on the bed using a telephone.","After walking down a hallway and entering a room, what does the man in the suit find?",He finds a man packing a suitcase and getting ready to leave.,He finds two people arguing loudly about a phone.,He finds a woman lying motionless on the floor and a man sitting on the bed.,He finds an empty room with medicine bottles scattered on the floor.,He finds a woman sitting on the floor while a man talks on the phone.,C,"The clip shows the man entering a room where a woman is seen lying still on the carpet next to a bed, while another man is sitting on the bed using a telephone."
3034_IDES_OF_MARCH/segment_0003.mp4,"Question:
After the man and woman are shown talking at a bar, what is the next scene in which both characters appear together?

A. They are seen sitting together inside a campaign bus.
B. They are shown in a hotel room while getting dressed.
C. They are seen walking through a hotel lobby.
D. They are shown together at a political press conference.
E. They are seen having dinner at a different restaurant.

Correct Answer: B

Rationale:
The clip transitions from the man and woman talking at a bar to a scene in a hotel room where both are present and putting on their clothes.","After the man and woman are shown talking at a bar, what is the next scene in which both characters appear together?",They are seen sitting together inside a campaign bus.,They are shown in a hotel room while getting dressed.,They are seen walking through a hotel lobby.,They are shown together at a political press conference.,They are seen having dinner at a different restaurant.,B,The clip transitions from the man and woman talking at a bar to a scene in a hotel room where both are present and putting on their clothes.
3034_IDES_OF_MARCH/segment_0019.mp4,"Question:
What visual change occurs in the man’s behavior by the end of the clip?

A. He turns his head to speak to someone standing beside him.
B. He shifts his gaze from looking downward to looking directly into the camera.
C. He closes his eyes and leans back in his chair.
D. He begins to smile and nod at the camera.
E. He stands up and exits the frame.

Correct Answer: B

Rationale:
Throughout the majority of the clip, the man keeps his eyes cast downward or slightly to the side; however, in the final seconds, he raises his eyes to look directly into the camera lens.",What visual change occurs in the man’s behavior by the end of the clip?,He turns his head to speak to someone standing beside him.,He shifts his gaze from looking downward to looking directly into the camera.,He closes his eyes and leans back in his chair.,He begins to smile and nod at the camera.,He stands up and exits the frame.,B,"Throughout the majority of the clip, the man keeps his eyes cast downward or slightly to the side; however, in the final seconds, he raises his eyes to look directly into the camera lens."
3034_IDES_OF_MARCH/segment_0014.mp4,"Question:
After being shown at a public press conference together, where do the two men meet for a private conversation?

A. In a darkened commercial kitchen
B. In an empty boardroom
C. In a high-rise office
D. In a hotel hallway
E. In an underground parking garage

Correct Answer: A

Rationale:
The clip begins with the two men at a crowded press conference. It then follows the younger man as he walks through a bar and into a darkened kitchen filled with industrial cooking equipment, where he finds the older man waiting to speak with him.","After being shown at a public press conference together, where do the two men meet for a private conversation?",In a darkened commercial kitchen,In an empty boardroom,In a high-rise office,In a hotel hallway,In an underground parking garage,A,"The clip begins with the two men at a crowded press conference. It then follows the younger man as he walks through a bar and into a darkened kitchen filled with industrial cooking equipment, where he finds the older man waiting to speak with him."
3034_IDES_OF_MARCH/segment_0002.mp4,"Question:
What happens at the end of the conversation between the two men sitting at the bar?

A. They both stand up and walk out of the bar together.
B. The man on the right stands up and leaves the bar, while the other man stays seated.
C. One man pays the bartender for their drinks before they both exit.
D. They get into a physical struggle and fall off their bar stools.
E. A waiter brings them more drinks, and they continue their conversation.

Correct Answer: B

Rationale:
Toward the end of the scene in the bar, the man on the right is seen standing up from his stool and walking away, leaving the other man sitting alone at the counter.",What happens at the end of the conversation between the two men sitting at the bar?,They both stand up and walk out of the bar together.,"The man on the right stands up and leaves the bar, while the other man stays seated.",One man pays the bartender for their drinks before they both exit.,They get into a physical struggle and fall off their bar stools.,"A waiter brings them more drinks, and they continue their conversation.",B,"Toward the end of the scene in the bar, the man on the right is seen standing up from his stool and walking away, leaving the other man sitting alone at the counter."
3034_IDES_OF_MARCH/segment_0013.mp4,"Question:
Which of the following sequences of events is shown in the clip?

A. A man receives a phone call, a news report shows a car accident, two men meet in a cafe, and a man gives a speech in a park.
B. A man listens to a voicemail, a news report announces a death in a hotel room, two men meet on a park bench, and a press conference is held.
C. A woman leaves a message, a news report covers a campaign rally, two men meet on a bridge, and a press conference is interrupted by a reporter.
D. A man is seen crying in a car, a news report details a hospital visit, a meeting takes place in an office, and a man speaks at a podium.
E. A voicemail is played, a news report announces a disappearance, two men meet at a dock, and a man makes a statement to a group of police officers.

Correct Answer: B

Rationale:
The clip begins with a man listening to a voicemail, transitions to a news report about a death in a hotel room at 0:29, shows a meeting on a park bench starting at 0:52, and concludes with a press conference at 1:37.",Which of the following sequences of events is shown in the clip?,"A man receives a phone call, a news report shows a car accident, two men meet in a cafe, and a man gives a speech in a park.","A man listens to a voicemail, a news report announces a death in a hotel room, two men meet on a park bench, and a press conference is held.","A woman leaves a message, a news report covers a campaign rally, two men meet on a bridge, and a press conference is interrupted by a reporter.","A man is seen crying in a car, a news report details a hospital visit, a meeting takes place in an office, and a man speaks at a podium.","A voicemail is played, a news report announces a disappearance, two men meet at a dock, and a man makes a statement to a group of police officers.",B,"The clip begins with a man listening to a voicemail, transitions to a news report about a death in a hotel room at 0:29, shows a meeting on a park bench starting at 0:52, and concludes with a press conference at 1:37."
3034_IDES_OF_MARCH/segment_0008.mp4,"Question:
Which of the following sequences of events best describes the progression of the man in the dark coat's activities throughout the clip?

A. He visits a bank, speaks on a cell phone while walking, meets a woman in a dark building, and sits in a car while receiving a phone call.
B. He attends a political rally, gives a televised interview, meets with his staff in an office, and drives to a campaign event.
C. He enters a government office, talks to a reporter on the street, meets a woman in a library, and waits for a bus.
D. He visits a post office, makes a call from a phone booth, meets a woman in a hospital, and drives a van.
E. He enters a law firm, argues with a colleague in a hallway, meets a woman in a theater, and walks through a park.

Correct Answer: A

Rationale: The clip shows the man entering ""Stock Yards Bank & Trust,"" then walking on a city sidewalk while talking on a mobile phone, encountering a woman on a dark staircase in a dilapidated building, and finally sitting in his car when he receives a call from ""Ida.""",Which of the following sequences of events best describes the progression of the man in the dark coat's activities throughout the clip?,"He visits a bank, speaks on a cell phone while walking, meets a woman in a dark building, and sits in a car while receiving a phone call.","He attends a political rally, gives a televised interview, meets with his staff in an office, and drives to a campaign event.","He enters a government office, talks to a reporter on the street, meets a woman in a library, and waits for a bus.","He visits a post office, makes a call from a phone booth, meets a woman in a hospital, and drives a van.","He enters a law firm, argues with a colleague in a hallway, meets a woman in a theater, and walks through a park.",A,"The clip shows the man entering ""Stock Yards Bank & Trust,"" then walking on a city sidewalk while talking on a mobile phone, encountering a woman on a dark staircase in a dilapidated building, and finally sitting in his car when he receives a call from ""Ida."""
3034_IDES_OF_MARCH/segment_0016.mp4,"Question:
Following the news broadcast about Paul Zara's departure from a campaign, what event are several characters shown attending at a church?

A. A wedding ceremony
B. A political campaign rally
C. A funeral service
D. A televised press conference
E. A graduation ceremony

Correct Answer: C

Rationale:
The video transitions from a news report to a scene featuring hearses outside a church, followed by interior shots of a large congregation gathered around a casket while a man delivers a emotional eulogy.","Following the news broadcast about Paul Zara's departure from a campaign, what event are several characters shown attending at a church?",A wedding ceremony,A political campaign rally,A funeral service,A televised press conference,A graduation ceremony,C,"The video transitions from a news report to a scene featuring hearses outside a church, followed by interior shots of a large congregation gathered around a casket while a man delivers a emotional eulogy."
3034_IDES_OF_MARCH/segment_0007.mp4,"Question:
After calling a woman named Molly into his private office, what specific message does the man write on a notepad and hand to her?

A. Meet me at the elevator at midnight.
B. Call the headquarters immediately.
C. Meet me in the stairwell at noon.
D. Don't forget the files for the meeting.
E. Please bring more coffee to the office.

Correct Answer: C

Rationale:
At approximately 01:46 in the clip, a close-up shot shows the handwritten note on a ""MORRIS"" branded notepad, which clearly reads, ""Meet me in the stairwell at noon.""","After calling a woman named Molly into his private office, what specific message does the man write on a notepad and hand to her?",Meet me at the elevator at midnight.,Call the headquarters immediately.,Meet me in the stairwell at noon.,Don't forget the files for the meeting.,Please bring more coffee to the office.,C,"At approximately 01:46 in the clip, a close-up shot shows the handwritten note on a ""MORRIS"" branded notepad, which clearly reads, ""Meet me in the stairwell at noon."""
3034_IDES_OF_MARCH/segment_0017.mp4,"Question:
What sequence of actions does the man initially seen in a white shirt and red tie perform after appearing in the crowd at the political rally?

A. He enters a campaign office with television monitors, puts on a suit jacket, and then walks across a campus to meet a woman in a hallway.
B. He moves from the audience to the stage to stand behind the governor and then assists a woman in delivering coffee to news vans.
C. He exits the rally to board a news van and then watches the rest of the speech on a monitor while driving across campus.
D. He follows a woman carrying trays of coffee into a media center and then takes a seat at a desk to begin working on a laptop.
E. He walks from the back of the crowd to a podium to deliver a speech and then walks through a hallway to a press conference.

Correct Answer: A

Rationale:
The man is first seen standing in the audience during the governor's speech; he then moves to a ""staff only"" room where he puts on a jacket and talks to a staffer, and finally, he is shown walking outdoors and into a building where he meets a woman leaning against a hallway wall.",What sequence of actions does the man initially seen in a white shirt and red tie perform after appearing in the crowd at the political rally?,"He enters a campaign office with television monitors, puts on a suit jacket, and then walks across a campus to meet a woman in a hallway.",He moves from the audience to the stage to stand behind the governor and then assists a woman in delivering coffee to news vans.,He exits the rally to board a news van and then watches the rest of the speech on a monitor while driving across campus.,He follows a woman carrying trays of coffee into a media center and then takes a seat at a desk to begin working on a laptop.,He walks from the back of the crowd to a podium to deliver a speech and then walks through a hallway to a press conference.,A,"The man is first seen standing in the audience during the governor's speech; he then moves to a ""staff only"" room where he puts on a jacket and talks to a staffer, and finally, he is shown walking outdoors and into a building where he meets a woman leaning against a hallway wall."
3034_IDES_OF_MARCH/segment_0005.mp4,"Question:
While sitting on a crowded bus at the end of the clip, what interaction occurs between the man with glasses and the woman sitting behind him?

A. He shows her a news article on his laptop, and she shakes her head in disagreement.
B. He turns around to ask her a question about the schedule, and she points to his screen.
C. He receives a flirtatious instant message on his laptop and looks back to exchange a knowing look with her.
D. He hands her a physical file to review, and she puts it in her bag.
E. He closes his laptop and moves to the seat next to her to continue their conversation.

Correct Answer: C

Rationale: At the end of the video, the laptop screen is shown receiving a message from ""Molly1991"" with a flirtatious suggestion. The man then turns around and makes eye contact with the blonde woman sitting behind him, who smiles back at him.","While sitting on a crowded bus at the end of the clip, what interaction occurs between the man with glasses and the woman sitting behind him?","He shows her a news article on his laptop, and she shakes her head in disagreement.","He turns around to ask her a question about the schedule, and she points to his screen.",He receives a flirtatious instant message on his laptop and looks back to exchange a knowing look with her.,"He hands her a physical file to review, and she puts it in her bag.",He closes his laptop and moves to the seat next to her to continue their conversation.,C,"At the end of the video, the laptop screen is shown receiving a message from ""Molly1991"" with a flirtatious suggestion. The man then turns around and makes eye contact with the blonde woman sitting behind him, who smiles back at him."
3032_HOW_DO_YOU_KNOW/segment_0004.mp4,"Question:
After checking a missed call from a coach, what does the woman discover when she views the ""USA Softball"" national team lineup on her laptop?

A. She has been named the team's starting pitcher.
B. Her name is not included on the list of national team players.
C. She is listed as one of the new players on the team.
D. The lineup announcement has been delayed until a later date.
E. She is required to attend a mandatory meeting with the coach.

Correct Answer: B

Rationale:
The clip shows the woman navigating to the ""Announcement of the USA Softball Women's National Team"" on a website and scrolling through the final list of eighteen names, where her name is absent.","After checking a missed call from a coach, what does the woman discover when she views the ""USA Softball"" national team lineup on her laptop?",She has been named the team's starting pitcher.,Her name is not included on the list of national team players.,She is listed as one of the new players on the team.,The lineup announcement has been delayed until a later date.,She is required to attend a mandatory meeting with the coach.,B,"The clip shows the woman navigating to the ""Announcement of the USA Softball Women's National Team"" on a website and scrolling through the final list of eighteen names, where her name is absent."
3032_HOW_DO_YOU_KNOW/segment_0000.mp4,"Question:
After the woman in the red dress walks away from the crowd of fans and down an alley, what does the man who was signing autographs do?

A. He stays with the fans and continues to sign autographs.
B. He runs after her and lifts her off the ground.
C. He enters a black car parked in the alleyway.
D. He stops to talk to a doorman standing near a building entrance.
E. He remains behind the velvet ropes to talk with his friends.

Correct Answer: B

Rationale:
At approximately 1:30 in the clip, after the woman in the red dress walks away from the group, the man is seen running to catch up with her in the alley. By 1:38, he reaches her and picks her up, lifting her into the air as they continue their interaction.","After the woman in the red dress walks away from the crowd of fans and down an alley, what does the man who was signing autographs do?",He stays with the fans and continues to sign autographs.,He runs after her and lifts her off the ground.,He enters a black car parked in the alleyway.,He stops to talk to a doorman standing near a building entrance.,He remains behind the velvet ropes to talk with his friends.,B,"At approximately 1:30 in the clip, after the woman in the red dress walks away from the group, the man is seen running to catch up with her in the alley. By 1:38, he reaches her and picks her up, lifting her into the air as they continue their interaction."
3032_HOW_DO_YOU_KNOW/segment_0015.mp4,"Question:
After the scene of the man sitting on a park bench with a woman, what sequence of actions does he perform?

A. He gets into a taxi and leaves the woman standing alone on the sidewalk.
B. He walks through a crowded plaza and throws a coin into a fountain.
C. He enters an elevator and then sits down to talk with an older man in a room.
D. He returns to the street corner to meet the woman who was previously in the car.
E. He goes to an outdoor restaurant and sits at a table while waiting for a friend.

Correct Answer: C

Rationale:
Following the park bench scene, the man is shown standing in an elevator. He then walks into a room where he engages in a conversation with an older man and sits on a sofa.","After the scene of the man sitting on a park bench with a woman, what sequence of actions does he perform?",He gets into a taxi and leaves the woman standing alone on the sidewalk.,He walks through a crowded plaza and throws a coin into a fountain.,He enters an elevator and then sits down to talk with an older man in a room.,He returns to the street corner to meet the woman who was previously in the car.,He goes to an outdoor restaurant and sits at a table while waiting for a friend.,C,"Following the park bench scene, the man is shown standing in an elevator. He then walks into a room where he engages in a conversation with an older man and sits on a sofa."
3032_HOW_DO_YOU_KNOW/segment_0018.mp4,"Question:
After the man receives a second phone call while the woman is in his apartment, what news does he share and where do they go next?

A. He shares that he finished his project, and they walk to a nearby cafe.
B. He shares that he has a business meeting, and they leave the apartment separately.
C. He shares that a baby was born, and they go to a hospital room to visit.
D. He shares that his father is calling him, and they go to a restaurant.
E. He shares that he received a job offer, and they stay in the apartment to celebrate.

Correct Answer: C

Rationale:
After answering the phone in his apartment, the man tells the woman, ""She had the baby."" The clip then shows them arriving together at a hospital room where a woman is holding a newborn.","After the man receives a second phone call while the woman is in his apartment, what news does he share and where do they go next?","He shares that he finished his project, and they walk to a nearby cafe.","He shares that he has a business meeting, and they leave the apartment separately.","He shares that a baby was born, and they go to a hospital room to visit.","He shares that his father is calling him, and they go to a restaurant.","He shares that he received a job offer, and they stay in the apartment to celebrate.",C,"After answering the phone in his apartment, the man tells the woman, ""She had the baby."" The clip then shows them arriving together at a hospital room where a woman is holding a newborn."
3032_HOW_DO_YOU_KNOW/segment_0009.mp4,"Question:
Following her phone conversations with the man, what sequence of actions does the woman perform to conclude the clip?

A. She packs a small duffel bag and meets the man at a professional training facility.
B. She cleans her kitchen, packs multiple bags, hugs another woman, and arrives at the man's apartment door with her luggage.
C. She has an argument on the phone, unpacks her belongings, and stays at her current residence.
D. She packs her bags, leaves them in her hallway, and goes to watch a baseball game in the stadium.
E. She takes out the trash, answers the phone, and then goes to help the man move into a new house.

Correct Answer: B

Rationale:
The woman is shown cleaning her kitchen, answering calls from the man, packing bags in her bedroom while talking to a friend, hugging the friend, and finally arriving at the man's apartment door with her luggage.","Following her phone conversations with the man, what sequence of actions does the woman perform to conclude the clip?",She packs a small duffel bag and meets the man at a professional training facility.,"She cleans her kitchen, packs multiple bags, hugs another woman, and arrives at the man's apartment door with her luggage.","She has an argument on the phone, unpacks her belongings, and stays at her current residence.","She packs her bags, leaves them in her hallway, and goes to watch a baseball game in the stadium.","She takes out the trash, answers the phone, and then goes to help the man move into a new house.",B,"The woman is shown cleaning her kitchen, answering calls from the man, packing bags in her bedroom while talking to a friend, hugging the friend, and finally arriving at the man's apartment door with her luggage."
3032_HOW_DO_YOU_KNOW/segment_0006.mp4,"Question:
Based on the progression of the clip, which sequence of events accurately describes the blonde woman's actions?

A. She meets a man for coffee, walks through a museum with him, and then returns to her office to find her desk covered in paperwork.
B. She has a meal with a man at a restaurant, walks down a city street with him, and later enters an apartment to find another woman sitting among flowers and notes.
C. She has dinner with a group of friends, says goodbye to them outside a building, and goes home to an empty apartment.
D. She argues with a man at a table, walks away from him on a sidewalk, and then visits a florist to pick up a large bouquet.
E. She eats at a diner, walks to a bus stop alone, and then enters a building where she is greeted by a group of people holding surprise signs.

Correct Answer: B

Rationale:
The clip begins with the blonde woman eating at a restaurant with a man, followed by a scene of them walking together on a sidewalk. It concludes with her walking up a staircase and entering an apartment where she finds a woman sitting at a table surrounded by several bouquets of flowers and numerous handwritten notes.","Based on the progression of the clip, which sequence of events accurately describes the blonde woman's actions?","She meets a man for coffee, walks through a museum with him, and then returns to her office to find her desk covered in paperwork.","She has a meal with a man at a restaurant, walks down a city street with him, and later enters an apartment to find another woman sitting among flowers and notes.","She has dinner with a group of friends, says goodbye to them outside a building, and goes home to an empty apartment.","She argues with a man at a table, walks away from him on a sidewalk, and then visits a florist to pick up a large bouquet.","She eats at a diner, walks to a bus stop alone, and then enters a building where she is greeted by a group of people holding surprise signs.",B,"The clip begins with the blonde woman eating at a restaurant with a man, followed by a scene of them walking together on a sidewalk. It concludes with her walking up a staircase and entering an apartment where she finds a woman sitting at a table surrounded by several bouquets of flowers and numerous handwritten notes."
3032_HOW_DO_YOU_KNOW/segment_0012.mp4,"Question:
At the end of the clip, what does the woman observe when she looks out the window of the apartment?

A. She sees a taxi pull up to the curb and wait for a passenger to come out of the building.
B. She sees the doorman from earlier in the clip hailing a bus for a group of people.
C. She sees the man she was just with running across a busy street while carrying a bag.
D. She observes a car accident involving several vehicles in the middle of the intersection.
E. She watches a large delivery truck park in front of the building and begin to unload boxes.

Correct Answer: C

Rationale:
After the man leaves the room, the woman walks to a window and looks down at the street where she sees the man running through traffic while holding a bag.","At the end of the clip, what does the woman observe when she looks out the window of the apartment?",She sees a taxi pull up to the curb and wait for a passenger to come out of the building.,She sees the doorman from earlier in the clip hailing a bus for a group of people.,She sees the man she was just with running across a busy street while carrying a bag.,She observes a car accident involving several vehicles in the middle of the intersection.,She watches a large delivery truck park in front of the building and begin to unload boxes.,C,"After the man leaves the room, the woman walks to a window and looks down at the street where she sees the man running through traffic while holding a bag."
3032_HOW_DO_YOU_KNOW/segment_0003.mp4,"Question:
What happens to the man at the end of the clip while he is walking through his home and talking on a cell phone?

A. He accidentally knocks over a large floor lamp.
B. He slips and falls down a flight of stairs.
C. He spills a freshly made drink on his white shirt.
D. He drops his phone into a sink full of water.
E. He trips over a plant in the hallway.

Correct Answer: B

Rationale:
In the final seconds of the clip, the man is shown talking on his phone as he approaches a staircase. As he attempts to walk down, he loses his balance and tumbles down the stairs.",What happens to the man at the end of the clip while he is walking through his home and talking on a cell phone?,He accidentally knocks over a large floor lamp.,He slips and falls down a flight of stairs.,He spills a freshly made drink on his white shirt.,He drops his phone into a sink full of water.,He trips over a plant in the hallway.,B,"In the final seconds of the clip, the man is shown talking on his phone as he approaches a staircase. As he attempts to walk down, he loses his balance and tumbles down the stairs."
3032_HOW_DO_YOU_KNOW/segment_0020.mp4,"Question:
After boarding the first bus that arrives, what does the woman do?

A. She remains on the bus and waves goodbye to the man as it drives away.
B. She realizes she is on the wrong bus and asks the driver to turn back to the station.
C. She exits the bus a short distance later and returns to the man to wait for another bus.
D. She gets off the bus to invite the man to board it and travel with her.
E. She asks the man for change for the fare and then returns to her seat on the bus.

Correct Answer: C

Rationale:
The clip shows the woman boarding a bus, which moves a short distance before stopping. She then exits the bus, meets back up with the man at the stop, and eventually boards a different bus that pulls up later.","After boarding the first bus that arrives, what does the woman do?",She remains on the bus and waves goodbye to the man as it drives away.,She realizes she is on the wrong bus and asks the driver to turn back to the station.,She exits the bus a short distance later and returns to the man to wait for another bus.,She gets off the bus to invite the man to board it and travel with her.,She asks the man for change for the fare and then returns to her seat on the bus.,C,"The clip shows the woman boarding a bus, which moves a short distance before stopping. She then exits the bus, meets back up with the man at the stop, and eventually boards a different bus that pulls up later."
3032_HOW_DO_YOU_KNOW/segment_0019.mp4,"Question:
What sequence of events takes place during the visit to the hospital room by the woman in the denim jacket and the man in the blazer?

A. They watch a doctor perform a medical examination on a newborn baby before helping the mother pack her belongings.
B. They enter a room to see a woman holding a newborn, witness an older man arrive with gifts, and later exit the hospital building together.
C. They deliver a bouquet of flowers to a woman in a hospital bed, assist her in naming the newborn, and then leave to find a cafeteria.
D. They wait in the hallway while a woman gives birth and then celebrate with the new father by opening several gift boxes.
E. They find a woman in a hospital bed asleep, leave a gift on the bedside table, and are then escorted out of the room by a nurse.

Correct Answer: B

Rationale:
The clip clearly shows the couple entering the hospital room where a woman is holding a baby, followed by an older man entering with gifts, and ends with the couple walking out through the hospital's revolving doors.",What sequence of events takes place during the visit to the hospital room by the woman in the denim jacket and the man in the blazer?,They watch a doctor perform a medical examination on a newborn baby before helping the mother pack her belongings.,"They enter a room to see a woman holding a newborn, witness an older man arrive with gifts, and later exit the hospital building together.","They deliver a bouquet of flowers to a woman in a hospital bed, assist her in naming the newborn, and then leave to find a cafeteria.",They wait in the hallway while a woman gives birth and then celebrate with the new father by opening several gift boxes.,"They find a woman in a hospital bed asleep, leave a gift on the bedside table, and are then escorted out of the room by a nurse.",B,"The clip clearly shows the couple entering the hospital room where a woman is holding a baby, followed by an older man entering with gifts, and ends with the couple walking out through the hospital's revolving doors."
3032_HOW_DO_YOU_KNOW/segment_0014.mp4,"Question:
After successfully hailing a taxi on a city street at night, what does the man in the light-colored shirt do to assist the woman?

A. He carries her bags to a different car parked across the street.
B. He opens the taxi's trunk and helps her load her luggage inside.
C. He gives the woman a map and directions through the taxi window.
D. He pays the taxi driver in advance while she waits on the sidewalk.
E. He helps her into the front passenger seat and shuts the door.

Correct Answer: B

Rationale:
At the end of the clip, after the man hails a taxi, he is clearly seen opening the vehicle's trunk and placing several of the woman's bags inside before closing the lid.","After successfully hailing a taxi on a city street at night, what does the man in the light-colored shirt do to assist the woman?",He carries her bags to a different car parked across the street.,He opens the taxi's trunk and helps her load her luggage inside.,He gives the woman a map and directions through the taxi window.,He pays the taxi driver in advance while she waits on the sidewalk.,He helps her into the front passenger seat and shuts the door.,B,"At the end of the clip, after the man hails a taxi, he is clearly seen opening the vehicle's trunk and placing several of the woman's bags inside before closing the lid."
3032_HOW_DO_YOU_KNOW/segment_0024.mp4,"Question:
After the man and woman spend time talking and holding hands while sitting on the bench, how does the scene conclude?

A. The older man comes out of the building to join them.
B. They both stand up and walk into the building together.
C. A bus pulls up to the bus stop where they are sitting.
D. The woman gets up and walks away while the man stays on the bench.
E. A taxi stops in front of them and they both get inside.

Correct Answer: C

Rationale:
In the final seconds of the clip, a large white bus is shown pulling into the frame and stopping at the bus stop where the man and woman are sitting.","After the man and woman spend time talking and holding hands while sitting on the bench, how does the scene conclude?",The older man comes out of the building to join them.,They both stand up and walk into the building together.,A bus pulls up to the bus stop where they are sitting.,The woman gets up and walks away while the man stays on the bench.,A taxi stops in front of them and they both get inside.,C,"In the final seconds of the clip, a large white bus is shown pulling into the frame and stopping at the bus stop where the man and woman are sitting."
3032_HOW_DO_YOU_KNOW/segment_0002.mp4,"Question:
After George receives and discusses a letter about a company investigation with his father, what does he do while walking in the city?

A. He enters a courthouse to file a formal response.
B. He stops at a cafe to meet with an investigator.
C. He reacts with distress and initiates a phone call.
D. He throws the letter away in a street-side trash can.
E. He hails a taxi and leaves the area immediately.

Correct Answer: C

Rationale:
George is shown walking through city streets looking troubled, at one point putting his hands on his head, and then using his cell phone to make a call. This sequence of events is shown after he reads the letter with his father in the office.","After George receives and discusses a letter about a company investigation with his father, what does he do while walking in the city?",He enters a courthouse to file a formal response.,He stops at a cafe to meet with an investigator.,He reacts with distress and initiates a phone call.,He throws the letter away in a street-side trash can.,He hails a taxi and leaves the area immediately.,C,"George is shown walking through city streets looking troubled, at one point putting his hands on his head, and then using his cell phone to make a call. This sequence of events is shown after he reads the letter with his father in the office."
3032_HOW_DO_YOU_KNOW/segment_0023.mp4,"Question:
While Lisa and Matty are in a private room together, what is George shown doing in the alternating scenes?

A. He is seen back at the party talking to Lisa's friends.
B. He is standing alone at a bus stop outside at night.
C. He is standing on a balcony talking on a telephone.
D. He is seen driving one of the cars passing by on the street.
E. He is waiting in the hallway directly outside the room's door.

Correct Answer: B

Rationale:
The video repeatedly cuts between Lisa and Matty embracing in a room and George standing by himself at a bus stop on a city street.","While Lisa and Matty are in a private room together, what is George shown doing in the alternating scenes?",He is seen back at the party talking to Lisa's friends.,He is standing alone at a bus stop outside at night.,He is standing on a balcony talking on a telephone.,He is seen driving one of the cars passing by on the street.,He is waiting in the hallway directly outside the room's door.,B,The video repeatedly cuts between Lisa and Matty embracing in a room and George standing by himself at a bus stop on a city street.
3032_HOW_DO_YOU_KNOW/segment_0013.mp4,"Question:
What sequence of actions does the man in the checked shirt perform to prepare the drinks he shares with the woman?

A. He opens two bottles of dark beer and pours them into pint glasses.
B. He pours whiskey and bitters into a glass and stirs the mixture with a long rod.
C. He squeezes fresh orange juice into a pitcher and adds a large amount of ice.
D. He shakes a metal shaker vigorously and pours the liquid into wine glasses.
E. He fills two glasses with soda and garnishes them with lemon and lime.

Correct Answer: B

Rationale:
The man is shown at a kitchen bar pouring Maker's Mark whiskey and adding drops from a small bottle (bitters) into a glass, which he then stirs vigorously with a long metal rod before bringing the finished, garnished drinks to the woman on the couch. While the woman is seen drinking a dark beer, the man is specifically shown preparing the cocktails through this sequence of pouring and stirring.",What sequence of actions does the man in the checked shirt perform to prepare the drinks he shares with the woman?,He opens two bottles of dark beer and pours them into pint glasses.,He pours whiskey and bitters into a glass and stirs the mixture with a long rod.,He squeezes fresh orange juice into a pitcher and adds a large amount of ice.,He shakes a metal shaker vigorously and pours the liquid into wine glasses.,He fills two glasses with soda and garnishes them with lemon and lime.,B,"The man is shown at a kitchen bar pouring Maker's Mark whiskey and adding drops from a small bottle (bitters) into a glass, which he then stirs vigorously with a long metal rod before bringing the finished, garnished drinks to the woman on the couch. While the woman is seen drinking a dark beer, the man is specifically shown preparing the cocktails through this sequence of pouring and stirring."
